id,category,difficulty,sorun,prompt,answers,correct,explanation
offline_5886,Ziman,1,answers,"Kîjan ji van peyva Kurmancî ye ku wateya wê ""ülke/vatan"" ye?",nivîn | Beyaz | Küçük | welat,welat,"""ülke/vatan"" kelimesinin karşılığı ""welat""dir."
offline_5894,Ziman,5,answers,"""nivîn"" (Kurmancî) bi Tirkî kîjan wateyê digire?",burun | doğru | biçûk | yatak,yatak,"""nivîn"" kelimesi ""yatak"" demektir."
offline_5897,Ziman,3,answers,"Kîjan ji van peyva Kurmancî ye ku wateya wê ""yatak"" ye?",kadın | nivîn | doğru | Beyaz,nivîn,'yatak' → nivîn.
offline_5900,Ziman,2,answers,"Hevwateya ""bina/ev"" bi Kurmancî çi ye?",reng | xanî | rast | ateş,xanî,"""bina/ev"" kelimesinin karşılığı ""xanî""dir."
offline_5903,Ziman,3,answers,"Kîjan ji van peyva Kurmancî ye ku wateya wê ""bugün"" ye?",dar | gül | çok | îro,îro,"""bugün"" kelimesinin karşılığı ""îro""dir."
offline_5912,Ziman,5,answers,"Peyva Kurmancî ""nivîsandin"" bi Tirkî çi tê gotin?",bilmek | rüzgar | Üç | yazmak,yazmak,"""nivîsandin"" kelimesi ""yazmak"" demektir."
offline_5920,Ziman,2,answers,"Rast e an şaş e: Kurmancî ""çûn"" = ""gitmek"".",Rast | Şaş,Rast,"""çûn"" kelimesinin karşılığı ""gitmek""dir."
offline_5926,Ziman,2,answers,"Hevwateya ""renk"" bi Kurmancî çi ye?",ağız | reng | eski | baba,reng,'renk' → reng.
offline_5930,Ziman,1,answers,"""kanî"" (Kurmancî) bi Tirkî kîjan wateyê digire?",çeşme/pınar | Kız (çocuğu) | Hint-Avrupa | Yirmi,çeşme/pınar,"Doğru anlam: ""kanî"" → ""çeşme/pınar""."
offline_5933,Ziman,1,answers,"Hevwateya ""masa"" bi Kurmancî çi ye?",eski | ağız | mase | reng,mase,"Doğru eşleştirme: ""masa"" → ""mase""."
offline_5934,Ziman,1,answers,"Di Kurmancî de peyva ""teşt"" bi Tirkî çi ye?",biçûk | diçim | leğen | doğru,leğen,"Kurmancî ""teşt"" ≈ ""leğen""."
offline_5941,Ziman,3,prompt+answers,"Di Kurmancî de dema ""derya"" tê gotin, ""yıldız"" tê xwestin?",Rast | Şaş,Şaş,"""derya"" kelimesi ""yıldız"" anlamına gelmez."
offline_5957,Çand,4,answers,'Kew' di qada çandê de têgeheke çêkirî ye.,Rast | Şaş,Şaş,'Kew' için sorudaki iddia doğru değildir; doğru cevap 'Şaş'tır.
offline_5968,Çand,4,answers,Derbarê 'destmal' de ravekirina rast kîjan e?,"geleneksel kadın oyunları veya dansları | Renkli, katmanlı uzun elbiseler (kras) | Halkın direnişini ve özgürlük umudunu | halay başının elinde salladığı mendil",halay başının elinde salladığı mendil,'destmal' → halay başının elinde salladığı mendil.
offline_5969,Çand,2,answers,Kîjan vebijêrk tê wateya 'şahmaran'?,göçer yaşam tarzı ve dans ritmi | doğu kültüründe mitolojik figür | üç ayaklı geleneksel halk dansı | Sözlü/ezbere aktarılan anlatıya,doğu kültüründe mitolojik figür,'şahmaran' → doğu kültüründe mitolojik figür.
offline_5970,Çand,1,answers,'Govendên herêmî' di qada çandê de têgeheke çêkirî ye.,Rast | Şaş,Şaş,'Govendên herêmî' için sorudaki iddia doğru değildir; doğru cevap 'Şaş'tır.
offline_5973,Çand,1,answers,"Dema 'şax' tê gotin, çi tê xwestin?",yiyecek taşımak için dokunan torba | Zulme karşı direniş ve yeniden doğuş | yabani gül ve bitkisel çay geleneği | şırnak yöresine ait geleneksel dans,şırnak yöresine ait geleneksel dans,'şax' → şırnak yöresine ait geleneksel dans.
offline_5983,Çand,5,prompt+answers,'yerel kıyafetler' sernavek rast e ku beşek ji zanîna çandê ye.,Rast | Şaş,Rast,'yerel kıyafetler' Çand alanında geçerli bir kavramdır.
offline_5988,Çand,3,answers,Biwêja 'Kilim motifleri' di çarçoveya Çandê de watedar e.,Rast | Şaş,Rast,'Kilim motifleri' Çand alanında geçerli bir kavramdır.
offline_6020,Çand,4,answers,Ji aliyê Çandê ve ji bo 'govendên herêmî' îfadeya rast kîjan e?,"Sosyal örgütlenme, güvenlik, üretim ve siyasal ilişki ağı | yöresel halk dansları | Halay çekilir ve ateşin üstünden atlanır | Misafirperverlik ve ilişki kurma isteğini",yöresel halk dansları,'govendên herêmî' → yöresel halk dansları.
offline_6042,Çand,5,answers,"Dema 'pêncşem' tê gotin, çi tê xwestin?",geleneksel ziyaret ve anma günü | kültürel sembol ve renk hafızası | Dinî ilahi/sözlü kutsal metinler | Işığa/güneşe verilen kutsallığı,geleneksel ziyaret ve anma günü,'pêncşem' → geleneksel ziyaret ve anma günü.
offline_6053,Çand,3,answers,Derbarê 'şal û şapik' de ravekirina rast kîjan e?,geleneksel kaval benzeri çalgı | geleneksel erkek giyim takımı | ayran ve su ikram etme kültürü | Doğanın canlanışı ve bereket,geleneksel erkek giyim takımı,'şal û şapik' → geleneksel erkek giyim takımı.
offline_6059,Çand,5,answers,Ji bo 'hewran' pênaseya derbasdar kîjan e?,"""Nû"" (yeni) + ""roj"" (gün) | geleneksel kıl çadır yapımı | Topluluk ve aile bağlarını | baharın gelişi ve yenilenme",geleneksel kıl çadır yapımı,'hewran' → geleneksel kıl çadır yapımı.
offline_6067,Çand,4,answers,Derbarê 'çilkez' de ya rast a zanîn çi ye?,Dinî ilahi/sözlü kutsal metinler | kültürel sembol ve renk hafızası | yiyecek taşımak için dokunan torba | geleneksel Kürt saç örgüsü modeli,geleneksel Kürt saç örgüsü modeli,'çilkez' → geleneksel Kürt saç örgüsü modeli.
offline_6080,Çand,4,prompt+answers,Bi 'yerel kıyafetler' çi tê xwestin? ya rast çi ye?,kimlik ve bölgesel çeşitlilik | sofra kültürü ile ilişkilidir | sözlü gelenek ile ilişkilidir | geleneksel yedi tahıllı çorba,kimlik ve bölgesel çeşitlilik,'yerel kıyafetler' → kimlik ve bölgesel çeşitlilik.
offline_6083,Çand,2,answers,Di çarçoveya Çandê de 'destmal' tê çi wateyê?,Kürt halk müziğinde ağıt benzeri ezgi | Zulme karşı direniş ve yeniden doğuş | el yapımı geleneksel Kürt ayakkabısı | halay başının elinde salladığı mendil,halay başının elinde salladığı mendil,'destmal' → halay başının elinde salladığı mendil.
offline_6093,Çand,5,answers,Ji bo 'tûrik' pênaseya derbasdar kîjan e?,geleneksel çobanlık ve doğa bilgisi | koç katımı ve hayvancılık şenliği | yiyecek taşımak için dokunan torba | Çîrok (masal) ve kilam/stran (ezgi),yiyecek taşımak için dokunan torba,'tûrik' → yiyecek taşımak için dokunan torba.
offline_6117,Çand,2,answers,Derbarê 'nanê tenûrê' de kîjan rast e?,tandırda pişirilen geleneksel ekmek | Ekşili/etli sebze yemeği veya yahni | Zulme karşı direniş ve yeniden doğuş | yaşanmış ilginç olayların anlatımı,tandırda pişirilen geleneksel ekmek,'nanê tenûrê' → tandırda pişirilen geleneksel ekmek.
offline_6123,Çand,5,answers,Biwêja 'Bayramlaşma' di çarçoveya Çandê de watedar e.,Rast | Şaş,Rast,'Bayramlaşma' Çand alanında geçerli bir kavramdır.
offline_6130,Çand,3,answers,Biwêja 'Govend' di çarçoveya Çandê de watedar e.,Rast | Şaş,Rast,'Govend' Çand alanında geçerli bir kavramdır.
offline_6136,Çand,5,answers,Kîjan têgiha 'koçerî' rast şirove dike?,hesinkarê ku li dijî zilmê rabû | Dinî ilahi/sözlü kutsal metinler | göçer yaşam tarzı ve dans ritmi | kuşaktan kuşağa aktarılan anlatı,göçer yaşam tarzı ve dans ritmi,'koçerî' → göçer yaşam tarzı ve dans ritmi.
offline_6143,Çand,2,answers,Derbarê 'helase' de ya rast a zanîn çi ye?,Kültürel aidiyet ve coğrafi hafızayı | yaşanmış ilginç olayların anlatımı | geleneksel çobanlık ve doğa bilgisi | geleneksel hasat ve bereket şenliği,geleneksel hasat ve bereket şenliği,'helase' → geleneksel hasat ve bereket şenliği.
offline_6172,Çand,1,prompt+answers,Di çarçoveya çandê de mijareke bi navê 'Kıl çadır' tune ye.,Rast | Şaş,Şaş,'Kıl çadır' için sorudaki iddia doğru değildir; doğru cevap 'Şaş'tır.
offline_6176,Çand,4,answers,Di xebatên çandê de 'Tûrik' qet nayê bikaranîn.,Rast | Şaş,Şaş,'Tûrik' için sorudaki iddia doğru değildir; doğru cevap 'Şaş'tır.
offline_6182,Çand,4,answers,Di qada Çandê de 'memê alan' çi îfade dike?,"Tavuk ve pirinçle yapılan geleneksel yemek | Dil, kültür, yayıncılık, dayanışma ve kimlik aktarımı | Kültürel hafıza, edebiyat, sözlü anlatı ve aidiyet taşıdığı için | destansı Kürt halk anlatısı",destansı Kürt halk anlatısı,'memê alan' → destansı Kürt halk anlatısı.
offline_6189,Çand,5,answers,Îfadeya ku têgiha 'cîranî' rast vedibêje kîjan e?,komşuluk ve toplumsal yardımlaşma | Melek Tavus ve ışık/güneş motifi | koç katımı ve hayvancılık şenliği | yiyecek taşımak için dokunan torba,komşuluk ve toplumsal yardımlaşma,'cîranî' → komşuluk ve toplumsal yardımlaşma.
offline_6206,Çand,2,answers,'dengbêj' çawa tê pênasekirin?,toplumsal bağları güçlendirme | geleneksel kaval benzeri çalgı | sözlü anlatım ve ezgili hikaye | Sözlü/ezbere aktarılan anlatıya,sözlü anlatım ve ezgili hikaye,'dengbêj' → sözlü anlatım ve ezgili hikaye.
offline_6223,Çand,5,prompt+answers,Çand çerçevesinde 'masal anlatımı' bilinen bir konudur.,Rast | Şaş,Rast,'masal anlatımı' Çand alanında geçerli bir kavramdır.
offline_6230,Çand,1,answers,Derbarê 'heftegiyan' de vebijêrka rast kîjan e?,"geleneksel erkek giyim takımı | geleneksel yedi tahıllı çorba | Sığınak, özgürlük ve direnişi | geleneksel kaval benzeri çalgı",geleneksel yedi tahıllı çorba,'heftegiyan' → geleneksel yedi tahıllı çorba.
offline_6260,Çand,1,answers,Kîjan pênase bi 'Newroz' re li hev tê?,"""Nû"" (yeni) + ""roj"" (gün) | keça û kurê apê (kuzenler) | Melek Tavus (Tawûsî Melek) | baharın gelişi ve yenilenme",baharın gelişi ve yenilenme,'Newroz' → baharın gelişi ve yenilenme.
offline_6263,Çand,2,answers,Biwêja 'kelaş' di çarçoveya Çandê de watedar e.,Rast | Şaş,Rast,'kelaş' Çand alanında geçerli bir kavramdır.
offline_6266,Çand,1,answers,'pêncşem' ji aliyê Çandê ve biwêjek bêwate ye.,Rast | Şaş,Şaş,'pêncşem' için sorudaki iddia doğru değildir; doğru cevap 'Şaş'tır.
offline_6309,Çand,2,answers,'sêpê' di mijara çandê de çi vedibêje?,Dinî ilahi/sözlü kutsal metinler | Mêvanperwerî (misafirperverlik) | hesinkarê ku li dijî zilmê rabû | üç ayaklı geleneksel halk dansı,üç ayaklı geleneksel halk dansı,'sêpê' → üç ayaklı geleneksel halk dansı.
offline_6325,Çand,4,answers,Derbarê 'bilûr' de ya rast a zanîn çi ye?,Kürt halk takviminde yılbaşı kutlaması | kaval benzeri geleneksel üflemeli çalgı | Halay çekilir ve ateşin üstünden atlanır | koyun sağan kadınların kültürel rolü,kaval benzeri geleneksel üflemeli çalgı,'bilûr' → kaval benzeri geleneksel üflemeli çalgı.
offline_6343,Çand,5,answers,Li jêr ji bo 'tûtik' kîjan rast e?,ayran ve su ikram etme kültürü | Müzik ve ritüel/ezgi geleneği | geleneksel kaval benzeri çalgı | toplumsal bağları güçlendirme,geleneksel kaval benzeri çalgı,'tûtik' → geleneksel kaval benzeri çalgı.
offline_6365,Çand,2,answers,Derbarê 'zembîlfiroş' de kîjan rast e?,lehengên destaneke evînê | Toplu/kolektif bir kutlama | duygu ve toplumsal hafıza | meşhur Kürt halk hikayesi,meşhur Kürt halk hikayesi,'zembîlfiroş' → meşhur Kürt halk hikayesi.
offline_6380,Çand,4,answers,Derbarê 'bêrîvan' de agahiya herî rast kîjan e?,hunermendê ku kilaman ji ber dibêje | Halkın direnişini ve özgürlük umudunu | koyun sağan kadınların kültürel rolü | tandırda pişirilen geleneksel ekmek,koyun sağan kadınların kültürel rolü,'bêrîvan' → koyun sağan kadınların kültürel rolü.
offline_6406,Çand,1,answers,Berambera rast a biwêja 'govend' kîjan e?,toplu halk oyunu | yöresel kıyafet | kültürel ritüel | Baharatlı pirinç,toplu halk oyunu,'govend' → toplu halk oyunu.
offline_6445,Çand,1,answers,'bayramlaşma' di mijara çandê de çi vedibêje?,sözlü gelenek ile ilişkilidir | geleneksel yedi tahıllı çorba | toplumsal bağları güçlendirme | sözlü kültür ile ilişkilidir,toplumsal bağları güçlendirme,'bayramlaşma' → toplumsal bağları güçlendirme.
offline_6457,Çand,4,answers,'şabaş' çawa tê pênasekirin?,Dinî ilahi/sözlü kutsal metinler | göçebe Kürt aşiretlerinin barınağı | düğünlerde geline takılan altınlar | müzisyenlere bahşiş atma geleneği,müzisyenlere bahşiş atma geleneği,'şabaş' → müzisyenlere bahşiş atma geleneği.
offline_6465,Çand,4,answers,Ji bo Çandê derbarê 'sersal' de vebijêrka rast kîjan e?,Kürt halk takviminde yılbaşı kutlaması | kaval benzeri geleneksel üflemeli çalgı | kınalı keklik ve doğa sevgisi sembolü | koyun sağan kadınların kültürel rolü,Kürt halk takviminde yılbaşı kutlaması,'sersal' → Kürt halk takviminde yılbaşı kutlaması.
offline_6481,Çand,2,answers,Di qada Çandê de 'şevbêrk' wek têgihek derbasdar cih digire.,Rast | Şaş,Rast,'şevbêrk' Çand alanında geçerli bir kavramdır.
offline_6492,Çand,4,answers,Di qada çandê de 'Memê alan' nayê zanîn û nayê bikaranîn.,Rast | Şaş,Şaş,'Memê alan' için sorudaki iddia doğru değildir; doğru cevap 'Şaş'tır.
offline_6509,Çand,2,answers,Li jêr ji bo 'koçerî' kîjan rast e?,Dinî ilahi/sözlü kutsal metinler | doğu kültüründe mitolojik figür | Mêvanperwerî (misafirperverlik) | göçer yaşam tarzı ve dans ritmi,göçer yaşam tarzı ve dans ritmi,'koçerî' → göçer yaşam tarzı ve dans ritmi.
offline_6523,Çand,2,answers,Di çarçoveya Çandê de 'şîlan' çawa divê bê fêmkirin?,tandırda pişirilen geleneksel ekmek | Zulme karşı direniş ve yeniden doğuş | yabani gül ve bitkisel çay geleneği | Çîrok (masal) ve kilam/stran (ezgi),yabani gül ve bitkisel çay geleneği,'şîlan' → yabani gül ve bitkisel çay geleneği.
offline_6530,Çand,5,answers,"Dema 'kelaş' tê gotin, çi tê xwestin?",Halkın direnişini ve özgürlük umudunu | hunermendê ku kilaman ji ber dibêje | el yapımı geleneksel Kürt ayakkabısı | geleneksel hasat ve bereket şenliği,el yapımı geleneksel Kürt ayakkabısı,'kelaş' → el yapımı geleneksel Kürt ayakkabısı.
offline_6533,Çand,3,prompt+answers,Kîjan têgiha 'masal anlatımı' rast şirove dike?,kuşaktan kuşağa aktarılan anlatı | geleneksel Kürt saç örgüsü modeli | siyah keçi kılından yapılan çadır | üç ayaklı geleneksel halk dansı,kuşaktan kuşağa aktarılan anlatı,'masal anlatımı' → kuşaktan kuşağa aktarılan anlatı.
offline_6538,Çand,2,answers,Bi 'şevbêrk' çi tê xwestin? ya rast çi ye?,"Tarih boyunca dağlık coğrafyada yaşamayla | kış gecelerinde yapılan sohbet toplantıları | geleneksel kadın oyunları veya dansları | Renkli, katmanlı uzun elbiseler (kras)",kış gecelerinde yapılan sohbet toplantıları,'şevbêrk' → kış gecelerinde yapılan sohbet toplantıları.
offline_6541,Çand,3,answers,Derbarê 'qazîn' de vebijêrka rast kîjan e?,geleneksel kadın oyunları veya dansları | Kültürel aidiyet ve coğrafi hafızayı | halay başının elinde salladığı mendil | kaval benzeri geleneksel üflemeli çalgı,geleneksel kadın oyunları veya dansları,'qazîn' → geleneksel kadın oyunları veya dansları.
offline_6542,Çand,1,answers,Derbarê 'şevbêrk' de agahiya herî rast kîjan e?,"Renkli, katmanlı uzun elbiseler (kras) | İranlılar ve birçok halk (Nevruz olarak) | Misafirperverlik ve ilişki kurma isteğini | kış gecelerinde yapılan sohbet toplantıları",kış gecelerinde yapılan sohbet toplantıları,'şevbêrk' → kış gecelerinde yapılan sohbet toplantıları.
offline_6555,Çand,2,answers,Kîjan têgiha 'serzêr' rast şirove dike?,hunermendê ku kilaman ji ber dibêje | tandırda pişirilen geleneksel ekmek | siyah keçi kılından yapılan çadır | düğünlerde geline takılan altınlar,düğünlerde geline takılan altınlar,'serzêr' → düğünlerde geline takılan altınlar.
offline_6560,Çand,4,answers,Derbarê 'çilkez' de agahiya herî rast kîjan e?,"Bölge, lehçe, iklim, tarım ve komşu mutfaklarla etkileşim farklı olduğu için | Dağlık iklimde mevsimsel dayanıklılık ve gıda güvenliği sağladığı için | Gündelik yaşam, motif ve yerel estetik bilgisini taşıdığı için | geleneksel Kürt saç örgüsü modeli",geleneksel Kürt saç örgüsü modeli,'çilkez' → geleneksel Kürt saç örgüsü modeli.
offline_6575,Çand,3,answers,Kîjan têgiha 'şabaş' rast şirove dike?,yiyecek taşımak için dokunan torba | Melek Tavus ve ışık/güneş motifi | geleneksel ziyaret ve anma günü | müzisyenlere bahşiş atma geleneği,müzisyenlere bahşiş atma geleneği,'şabaş' → müzisyenlere bahşiş atma geleneği.
offline_6581,Çand,5,answers,Derbarê 'nanê sêlê' de ravekirina rast kîjan e?,sözlü gelenek ile ilişkilidir | geleneksel yedi tahıllı çorba | Müzik ve ritüel/ezgi geleneği | sac üzerinde pişirilen ekmek,sac üzerinde pişirilen ekmek,'nanê sêlê' → sac üzerinde pişirilen ekmek.
offline_6610,Çand,3,answers,'lûr' çawa tê pênasekirin?,Kürt halk müziğinde ağıt benzeri ezgi | el yapımı geleneksel Kürt ayakkabısı | kınalı keklik ve doğa sevgisi sembolü | Halkın direnişini ve özgürlük umudunu,Kürt halk müziğinde ağıt benzeri ezgi,'lûr' → Kürt halk müziğinde ağıt benzeri ezgi.
offline_6626,Çand,5,prompt+answers,Derbarê 'ağıt' de agahiya herî rast kîjan e?,meşhur Kürt halk hikayesi | Dinî-toplumsal sınıfları | duygu ve toplumsal hafıza | destaneke gelêrî ya klasîk,duygu ve toplumsal hafıza,'ağıt' → duygu ve toplumsal hafıza.
offline_6629,Çand,3,answers,"'Sersal', Çand ile ilgili gerçek bir terimdir.",Rast | Şaş,Rast,'Sersal' Çand alanında geçerli bir kavramdır.
offline_6638,Çand,5,answers,'hewran' di qada çandê de têgeheke çêkirî ye.,Rast | Şaş,Şaş,'hewran' için sorudaki iddia doğru değildir; doğru cevap 'Şaş'tır.
offline_6642,Çand,2,answers,"Dema 'misafirperverlik' tê gotin, çi tê xwestin?",toplumsal dayanışma | Yaşlıları/ihtiyarları | mevsimlik ritüel | Sözlü/müzikal gelenek,toplumsal dayanışma,'misafirperverlik' → toplumsal dayanışma.
offline_6652,Çand,3,answers,'Kew' tenê aîdî qadên derveyî Çandê ye.,Rast | Şaş,Şaş,'Kew' için sorudaki iddia doğru değildir; doğru cevap 'Şaş'tır.
offline_6658,Çand,2,answers,Çand çerçevesinde 'Shivaniyeti' bilinen bir konudur.,Rast | Şaş,Rast,'Shivaniyeti' Çand alanında geçerli bir kavramdır.
offline_6680,Çand,2,answers,'cîranî' sernavek rast e ku beşek ji zanîna çandê ye.,Rast | Şaş,Rast,'cîranî' Çand alanında geçerli bir kavramdır.
offline_6684,Çand,5,answers,'heftegiyan' tê çi wateyê?,toplumsal bağları güçlendirme | sözlü anlatım ve ezgili hikaye | geleneksel yedi tahıllı çorba | Müzik ve ritüel/ezgi geleneği,geleneksel yedi tahıllı çorba,'heftegiyan' → geleneksel yedi tahıllı çorba.
offline_6696,Çand,5,answers,Di qada Çandê de 'serzêr' wek têgihek derbasdar cih digire.,Rast | Şaş,Rast,'serzêr' Çand alanında geçerli bir kavramdır.
offline_6707,Çand,3,answers,'Qazîn' ji aliyê Çandê ve biwêjek bêwate ye.,Rast | Şaş,Şaş,'Qazîn' için sorudaki iddia doğru değildir; doğru cevap 'Şaş'tır.
offline_6708,Çand,1,answers,Kîjan di Çandê de têgiha 'sînan' rast bi cih dike?,"geleneksel taş işçiliği | Köy odaları ve dîwanlar | Kırmızı, beyaz ve yeşil | Dil ve kültürel haklar",geleneksel taş işçiliği,'sînan' → geleneksel taş işçiliği.
offline_6716,Çand,4,answers,Berambera rast a biwêja 'bêrîvan' kîjan e?,Höyük üzerinde gelişmiş eski tahkimli yerleşim | Farklı halkların eşitlik ve barış içinde ortak yaşamını | koyun sağan kadınların kültürel rolü | Dağlık iklimde mevsimsel dayanıklılık ve gıda güvenliği sağladığı için,koyun sağan kadınların kültürel rolü,'bêrîvan' → koyun sağan kadınların kültürel rolü.
offline_6722,Çand,1,answers,'fistan' çi îfade dike?,el sanatı ile ilişkilidir | lehengên destaneke evînê | Köy odaları ve dîwanlar | geleneksel kadın giysisi,geleneksel kadın giysisi,'fistan' → geleneksel kadın giysisi.
offline_6730,Çand,4,answers,Derbarê 'serpêhatî' de vebijêrka rast kîjan e?,düğünlerde geline takılan altınlar | geleneksel hasat ve bereket şenliği | Geleneksel toplumsal-dinî rolleri | yaşanmış ilginç olayların anlatımı,yaşanmış ilginç olayların anlatımı,'serpêhatî' → yaşanmış ilginç olayların anlatımı.
offline_6758,Çand,5,answers,Di qada çandê de 'fistan' nayê zanîn û nayê bikaranîn.,Rast | Şaş,Şaş,'fistan' için sorudaki iddia doğru değildir; doğru cevap 'Şaş'tır.
offline_6769,Çand,4,answers,'şahmaran' tenê aîdî qadên derveyî Çandê ye.,Rast | Şaş,Şaş,'şahmaran' için sorudaki iddia doğru değildir; doğru cevap 'Şaş'tır.
offline_6773,Çand,3,answers,Berambera rast a biwêja 'şîlan' kîjan e?,yabani gül ve bitkisel çay geleneği | Çîrok (masal) ve kilam/stran (ezgi) | geleneksel Kürt yeleği veya giysisi | hunermendê ku kilaman ji ber dibêje,yabani gül ve bitkisel çay geleneği,'şîlan' → yabani gül ve bitkisel çay geleneği.
offline_6778,Çand,3,answers,Çand çerçevesinde 'Nanê tenûrê' bilinen bir konudur.,Rast | Şaş,Rast,'Nanê tenûrê' Çand alanında geçerli bir kavramdır.
offline_6794,Çand,2,answers,'nanê sêlê' di çarçoveya çandê de têgeheke derbasdar e.,Rast | Şaş,Rast,'nanê sêlê' Çand alanında geçerli bir kavramdır.
offline_6803,Çand,1,answers,Kîjan têgiha 'lûr' rast şirove dike?,kınalı keklik ve doğa sevgisi sembolü | Kürt halk müziğinde ağıt benzeri ezgi | geleneksel Kürt yeleği veya giysisi | şırnak yöresine ait geleneksel dans,Kürt halk müziğinde ağıt benzeri ezgi,'lûr' → Kürt halk müziğinde ağıt benzeri ezgi.
offline_6809,Çand,4,answers,Li jêr ji bo 'sînan' kîjan rast e?,geleneksel taş işçiliği | 21 Adar ile ilişkilidir | Etnik ve dilsel topluluk | Dinî önder/yol gösterici,geleneksel taş işçiliği,'sînan' → geleneksel taş işçiliği.
offline_6823,Çand,2,answers,Kîjan têgiha 'kilim motifleri' rast şirove dike?,masallardaki altın saray motifi | düğün ve kutlama ile ilişkilidir | Dinî ilahi/sözlü kutsal metinler | kültürel sembol ve renk hafızası,kültürel sembol ve renk hafızası,'kilim motifleri' → kültürel sembol ve renk hafızası.
offline_6835,Çand,1,answers,Derbarê 'qutik' de ravekirina rast kîjan e?,geleneksel Kürt yeleği veya giysisi | Zulme karşı direniş ve yeniden doğuş | düğünlerde geline takılan altınlar | göçebe Kürt aşiretlerinin barınağı,geleneksel Kürt yeleği veya giysisi,'qutik' → geleneksel Kürt yeleği veya giysisi.
offline_6838,Çand,1,answers,Bi 'şax' çi tê xwestin? ya rast çi ye?,şırnak yöresine ait geleneksel dans | göçebe Kürt aşiretlerinin barınağı | Kültürel aidiyet ve coğrafi hafızayı | geleneksel çobanlık ve doğa bilgisi,şırnak yöresine ait geleneksel dans,'şax' → şırnak yöresine ait geleneksel dans.
offline_6841,Çand,4,answers,Di çarçoveya Çandê de 'reşmal' çawa divê bê fêmkirin?,"Resmi arşivlerde görünmeyen deneyimleri ve hafızayı kaydedebildiği için | Dil, kültür, yayıncılık, dayanışma ve kimlik aktarımı | Dağlık iklimde mevsimsel dayanıklılık ve gıda güvenliği sağladığı için | siyah keçi kılından yapılan çadır",siyah keçi kılından yapılan çadır,'reşmal' → siyah keçi kılından yapılan çadır.
offline_6882,Çand,2,prompt+answers,Li jêr ji bo 'halk mutfağı' kîjan rast e?,"Kırmızı, yeşil ve sarı | Dil ve kültürel haklar | yerel yaşam ve paylaşım | Yoldaşlık ve dayanışma",yerel yaşam ve paylaşım,'halk mutfağı' → yerel yaşam ve paylaşım.
offline_6903,Çand,1,answers,Di çarçoveya çandê de mijareke bi navê 'şal û şapik' tune ye.,Rast | Şaş,Şaş,'şal û şapik' için sorudaki iddia doğru değildir; doğru cevap 'Şaş'tır.
offline_6911,Çand,2,prompt+answers,'kıl çadır' sernavek rast e ku beşek ji zanîna çandê ye.,Rast | Şaş,Rast,'kıl çadır' Çand alanında geçerli bir kavramdır.
offline_6937,Çand,3,answers,'bilûr' bi awayekî rast çawa tê ravekirin?,Halay çekilir ve ateşin üstünden atlanır | kaval benzeri geleneksel üflemeli çalgı | Kürt halk takviminde yılbaşı kutlaması | Zulme karşı direniş ve yeniden doğuş,kaval benzeri geleneksel üflemeli çalgı,'bilûr' → kaval benzeri geleneksel üflemeli çalgı.
offline_6958,Çand,1,prompt+answers,'Halk mutfağı' ji aliyê Çandê ve biwêjek bêwate ye.,Rast | Şaş,Şaş,'Halk mutfağı' için sorudaki iddia doğru değildir; doğru cevap 'Şaş'tır.
offline_6971,Çand,4,answers,Ji bo 'sêpê' pênaseya derbasdar kîjan e?,gündelik kültür ile ilişkilidir | kültürel sembol ve renk hafızası | üç ayaklı geleneksel halk dansı | doğu kültüründe mitolojik figür,üç ayaklı geleneksel halk dansı,'sêpê' → üç ayaklı geleneksel halk dansı.
offline_6974,Çand,5,answers,Biwêja 'Qutik' di çarçoveya Çandê de watedar e.,Rast | Şaş,Rast,'Qutik' Çand alanında geçerli bir kavramdır.
offline_6986,Çand,4,answers,Li jêr ji bo 'zembîlfiroş' kîjan rast e?,Masal/hikâye anlatan kişi | Toplu/kolektif bir kutlama | meşhur Kürt halk hikayesi | lehengên destaneke evînê,meşhur Kürt halk hikayesi,'zembîlfiroş' → meşhur Kürt halk hikayesi.
offline_6987,Çand,1,prompt+answers,Çand literatüründe 'Ağıt' yer almaz.,Rast | Şaş,Şaş,'Ağıt' için sorudaki iddia doğru değildir; doğru cevap 'Şaş'tır.
offline_7011,Dîrok,2,answers,Di çarçoveya Dîrokê de 'Jiyan gazetesi' tê çi wateyê?,Osmanlı döneminde özerk kalmış Kürt hükümdarlığı | Süleymaniye'de basılan erken dönem Kürtçe gazete | Selahaddin Eyyubi tarafından kurulan büyük devlet | 1925 yılında Kürt hakları için isyan eden lider,Süleymaniye'de basılan erken dönem Kürtçe gazete,'Jiyan gazetesi' → Süleymaniye'de basılan erken dönem Kürtçe gazete.
offline_7015,Dîrok,1,answers,Di zanîna dîrokê de der barê 'Kürdistan Eyaleti' de ya rast kîjan e?,Irak rejimi tarafından idam edilen Kürt kadın aktivist | 19. yüzyılda özerklik mücadelesi veren Kürt emiri | Osmanlı'da 1847'de kurulan kısa süreli idari eyalet | Osmanlı döneminde özerk kalmış Kürt hükümdarlığı,Osmanlı'da 1847'de kurulan kısa süreli idari eyalet,'Kürdistan Eyaleti': Osmanlı'da 1847'de kurulan kısa süreli idari eyalet.
