candidate_id,source,license,source_category,difficulty,prompt_en,option_a_en,option_b_en,option_c_en,option_d_en,correct_option,source_entity,translation_status,editorial_status,controlled_disposition,controlled_note
opentdb_remaining_0077,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Film,medium,"Which stand-up comedian voiced the talking parrot ""Iago"" in Disney's 1992 adaptation of Aladdin?",Gilbert Gottfried,Robin Williams,Pauly Shore,Jonathan Freeman,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0078,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Film,medium,"Which of the following actors does not play a role in the movie ""The Usual Suspects?""",Steve Buscemi,Kevin Spacey,Benicio Del Toro,Gabriel Byrne,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0079,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Film,hard,"What three movies, in order from release date, make up the ""Dollars Trilogy""?","""A Fistful of Dollars"", ""For a Few Dollars More"", ""The Good, the Bad, and the Ugly""","""The Good, the Bad, and the Ugly"", ""For A Few Dollars More"", ""A Fistful of Dollars""","""For a Few Dollars More"", ""The Good, the Bad, and the Ugly"", ""A Fistful of Dollars""","""For a Few Dollars More"", ""A Fistful of Dollars"", ""The Good, the Bad, and the Ugly""",A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0080,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Film,easy,Which movie includes a giant bunny-like spirit who has magic powers including growing trees?,My Neighbor Totoro,Hop,Rise of the Guardians,Alice in Wonderland,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0081,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Film,hard,"According to ""Star Wars"" lore, which planet does Obi-Wan Kenobi come from?",Stewjon,Alderaan,Tatooine,Naboo,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0082,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Film,hard,"What is the name of the assassin in the first ""Hellboy"" movie?",Karl Ruprecht Kroenen,Klaus Werner von Krupt,Grigori Efimovich Rasputin,Ilsa Haupstein,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0083,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Film,medium,The killer in the 1981 film 'My Bloody Valentine' wears what sort of outfit?,Mining gear,Clown costume,Santa suit,Police uniform,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0084,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Film,easy,"Who directed the 2017 movie ""The Shape of Water""?",Guillermo del Toro,Steven Spielberg,James Cameron,Martin Scorsese,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0085,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Film,hard,"What did Alfred Hitchcock use as blood in the film ""Psycho""? ",Chocolate syrup,Ketchup,Red food coloring,Maple syrup,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0086,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Film,easy,"In the movie ""Spaceballs"", what are the Spaceballs attempting to steal from Planet Druidia?",Air,The Schwartz,Princess Lonestar,Meatballs,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0087,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Film,medium,Leonardo Di Caprio won his first Best Actor Oscar for his performance in which film?,The Revenant,The Wolf Of Wall Street,Shutter Island,Inception,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0088,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Film,medium,"What is the name of the character Nicolas Cage plays in the movie ""National Treasure?""",Benjamin Franklin Gates,Thomas Jefferson Walker,George Washington Swanson,John Quincy Beckett,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0089,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Film,medium,"What is the name of James Dean's character in the 1955 movie ""Rebel Without a Cause""?",Jim Stark,Ned Stark,Jim Kane,Frank Stark,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0090,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Film,medium,"In the film ""Requiem for a Dream"", what drug does Jared Leto's character get addicted to?",Heroin,Cocaine,Marijuana,Oxycodone,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0091,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Film,medium,"Who is the director of the 1991 film ""Silence of the Lambs""?",Jonathan Demme,Stanley Kubrick,Frank Darabont,Michael Bay,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0092,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Film,hard,Which movie did NOT feature the late actor John Candy?,Ghostbusters,Little Shop Of Horrors,Home Alone,Planes Trains and Automobiles,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0093,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Film,easy,"What breed of dog was Marley in the film ""Marley & Me"" (2008)?",Labrador Retriever,Golden Retriever,Dalmatian,Shiba Inu,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0094,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Film,easy,"Who plays Jack Burton in the movie ""Big Trouble in Little China?""",Kurt Russell,Patrick Swayze,John Cusack,Harrison Ford,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0095,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Film,hard,Who Voices the Devil on Devil's Flight in Final Destination 3?,Tony Todd,Wendy Christensen,Ian McKinley,Kevin Fischer,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0096,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Film,medium,Actress Susan Sarandon caught pneumonia during filming of which movie?,The Rocky Horror Picture Show,Thelma and Louise,Dead Man Walking,Enchanted,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0097,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Film,easy,What is the oldest Disney film?,Snow White and the Seven Dwarfs,Pinocchio,Dumbo,Fantasia,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0098,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Film,easy,"Who is the protagonist of the 2002 film ""Kung Pow! Enter the Fist""?",Chosen One,Dragon King,Iron Monkey,Master Tang,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0099,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Film,medium,What was the name of the protagonist in the movie Commando (1985)?,John Matrix,Ben Richards,Douglas Quaid,Harry Tasker,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0100,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Film,easy,Which Batman villain is Mark Hamill known for having voiced?,The Joker,Two-Face,Bane,Hush,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0101,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,easy,"According to a song by Belinda Carlisle, Heaven is a place on what?",Earth,Venus,Mars,Uranus,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0102,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,"Which member of the British pop group ""The Spice Girls"" was known as Ginger Spice?",Geri Halliwell,Melanie Brown,Emma Bunton,Victoria Beckham,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0103,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,Who is the lead singer of the Smashing Pumpkins?,Billy Corgan,Brett Scallions,Eddie Vedder,Chino Moreno,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0104,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,"With his distinctive red hair, which Italian composer, born in 1678, was known as the 'Red Priest'?",Vivaldi,Puccini,Verdi,Monteverdi,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0105,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,"Which city is the American singer ""Pitbull"" from?",Miami,Kodiak,St. Louis,Boston,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0106,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,easy,Which of these songs by Skrillex features Fatman Scoop as a side artist?,Recess,All is Fair in Love and Brostep,Rock N Roll (Will Take You to the Mountain),Scary Monsters and Nice Sprites,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0107,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,easy,"""Doctor Jones"", ""Turn Back Time"" and ""Barbie Girl"" were UK number ones for which Eurodance group?",Aqua,Vengaboys,Eiffel 65,Sash!,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0108,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,easy,"The band Muse released their first album, Showbiz, in what year?",1999,1998,2000,2001,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0109,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,"Which alternative rock band released the critically-acclaimed album ""OK Computer""?",Radiohead,R.E.M.,Nirvana,Coldplay,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0110,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,hard,"What year was Min Yoongi from South Korea boy band ""BTS"" born in?",1993,1992,1995,1994,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0111,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,easy,Who wrote the Sinead O`Connor hit 'Nothing Compares 2 U'?,Prince,Michael Jackson,Cameo,Rick James,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0112,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,easy,Which singer was featured in Jack Ü (Skrillex & Diplo)'s 2015 song 'Where Are Ü Now'?,Justin Bieber,Selena Gomez,Ellie Goulding,The Weeknd,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0113,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,easy,"The ""British Invasion"" was a cultural phenomenon in music where British boy bands became popular in the USA in what decade?",60's,50's,40's,30's,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0114,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,hard,Which of these songs was released in 1996?,"The Smashing Pumpkins - ""1979""","Prince - ""1999""","James Blunt - ""1973""","David Bowie - ""1984""",A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0115,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,"In which year was the Megadeth album ""Peace Sells... but Who's Buying?"" released?",1986,1979,1987,1983,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0116,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,What M83 was featured in Grand Theft Auto V's radio?,Midnight City,Outro,Reunion,Wait,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0117,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,What are the first few words in the lyrics of A-Ha's 'Take On Me'?,We're talking away,We're dreaming today,We're finding a way,We're blocking the way,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0118,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,hard,What is the name of the song by Beyoncé and Alejandro Fernández released in 2007?,Amor Gitano,La ultima vez,Rocket,Hasta Dondes Estes,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0119,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,"Which of these is not a single by Pink Floyd guitarist, David Gilmour?",Sunset Strip,Rattle That Lock,Blue Light,Arnold Layne,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0120,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,hard,What was the last Aphex Twin album released before his decade-long hiatus?,Drukqs,Windowlicker,Syro,Collected Ambient Works 85-92,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0121,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,Which of the Beatles band members is barefoot on the front cover of the 'Abbey Road' album?,Paul McCartney,Ringo Starr,George Harrison,John Lennon,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0122,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,easy,Ringo Starr of The Beatles mainly played what instrument?,Drums,Bass,Guitar,Piano,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0123,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,"The co-creator of Gorillaz, Damon Albarn, is also the lead singer of what band?",Blur,Oasis,Radiohead,Queens of the Stone Age,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0124,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,Who is the singer for Fall Out Boy?,Patrick Stump,Brendon Urie,Pete Wentz,Gary Lee Weinrib,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0125,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,"In what year was the smash hit song ""Scatman's World"" released?",1995,1996,1994,1993,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0126,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,What is the name of the second studio album released by American rapper Post Malone in 2018?,Beerbongs & Bentleys,Takin' Shots,Rockstar,Better Now,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0127,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,What is the relationship between the band members of American rock band King of Leon?,Brothers & cousins,Childhood friends,Former classmates,Fraternity house members,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0128,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,easy,"Which English guitarist has the nickname ""Slowhand""?",Eric Clapton,Mark Knopfler,Jeff Beck,Jimmy Page,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0129,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,What was the first music video to be broadcast on MTV?,Video Killed the Radio Star,Take On Me,Walk This Way,Hungry Like the Wolf,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0130,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,hard,Which of these songs is not by Tatsuro Yamashita?,Lucky Lady Feel So Good ,Merry-Go Round,Let's Dance Baby,Love Talkin',A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0131,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,easy,"Whose albums included ""Back in Black"" and ""Ballbreaker""?",AC/DC,Iron Maiden,Black Sabbath,Metallica,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0132,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,easy,Who is the frontman of the band 30 Seconds to Mars?,Jared Leto,Gerard Way,Matthew Bellamy,Mike Shinoda,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0133,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,Which of the following guitarists recorded an album as a member of the Red Hot Chili Peppers?,Dave Navarro,Tom Morello ,Billy Corgan,Ed O'Brien,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0134,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,"How many copies have Metallica album ""Metallica"" (A.K.A The Black Album) sold worldwide (in Millions of Copies)?",20.5,19.5,22.5,25.5,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0135,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,hard,Who was the original drummer for The Beatles?,Tommy Moore,Ringo Starr,Stuart Sutcliffe,Pete Best,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0136,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,"Who was the guitarist in the band ""The Doors""?",Robby Krieger,Eric Clapton,John Densmore,Jimi Hendrix,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0137,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,easy,Which of these is NOT considered a woodwind instrument?,Trombone,Oboe,Clarinet,Bassoon,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0138,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,hard,"""All the Boys"" by Panic! At the Disco was released as a bonus track on what album?","Too Weird To Live, Too Rare To Die!",A Fever You Can't Sweat Out,Death Of A Bachelor,Vices & Virtues,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0139,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,hard,Which member of the Wu-Tang Clan had only one verse in their debut album Enter the Wu-Tang (36 Chambers)?,Masta Killa,Method Man,Inspectah Deck,GZA,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0140,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,easy,"""Grande Valse"" is a phrase from the song ""Gran Vals"". What is that song segment known as?",Nokia Tune,Hello Moto [Motorola Ringtone],Droid Ringtone,Microsoft Ringtone,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0141,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,What was Radiohead's first album?,Pablo Honey,The Bends,Kid A,A Moon Shaped Pool,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0142,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,medium,"Who performed the guitar solo on Michael Jackson's hit ""Beat It""?",Eddie Van Halen,Steve Vai,Kirk Hammett,Zakk Wylde,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0143,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,easy,Which member of the Foo Fighters was previously the drummer for Nirvana?,Dave Grohl,Taylor Hawkins,Nate Mendel,Chris Shiflett,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
opentdb_remaining_0144,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Music,easy,"Which punk rock band released hit songs such as ""Californication"", ""Can't Stop"" and ""Under the Bridge""?",Red Hot Chilli Peppers,Green Day,Linkin Park,Foo Fighters,A,,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TRANSLATION_AND_EDITORIAL_REVIEW,"User-contributed CC BY-SA question; translate, verify, rewrite distractors and retain attribution."
