candidate_id,source,license,source_category,question_en,answer_en,option_a_en,option_b_en,option_c_en,option_d_en,correct_option,source_entity,translation_status,editorial_status
wikidata_0347,Wikidata SPARQL,CC0,Science & Nature,What is the atomic number of the element ytterbium?,70,70,3,120,119,A,http://www.wikidata.org/entity/Q1855,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0348,Wikidata SPARQL,CC0,Science & Nature,What is the atomic number of the element thulium?,69,69,3,120,119,A,http://www.wikidata.org/entity/Q1853,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0349,Wikidata SPARQL,CC0,Science & Nature,What is the atomic number of the element curium?,96,96,3,120,119,A,http://www.wikidata.org/entity/Q1876,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0350,Wikidata SPARQL,CC0,Science & Nature,What is the atomic number of the element nobelium?,102,102,3,120,119,A,http://www.wikidata.org/entity/Q1901,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0351,Wikidata SPARQL,CC0,Science & Nature,What is the atomic number of the element untrihexium?,136,136,3,120,119,A,http://www.wikidata.org/entity/Q868375,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0352,Wikidata SPARQL,CC0,Science & Nature,What is the atomic number of the element untrioctium?,138,138,3,120,119,A,http://www.wikidata.org/entity/Q869681,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0353,Wikidata SPARQL,CC0,Science & Nature,What is the atomic number of the element promethium?,61,61,3,120,119,A,http://www.wikidata.org/entity/Q1809,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0354,Wikidata SPARQL,CC0,Science & Nature,What is the atomic number of the element samarium?,62,62,3,120,119,A,http://www.wikidata.org/entity/Q1819,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0355,Wikidata SPARQL,CC0,Science & Nature,What is the atomic number of the element berkelium?,97,97,3,120,119,A,http://www.wikidata.org/entity/Q1882,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0356,Wikidata SPARQL,CC0,Science & Nature,What is the atomic number of the element lanthanum?,57,57,3,120,119,A,http://www.wikidata.org/entity/Q1801,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0357,Wikidata SPARQL,CC0,Science & Nature,What is the atomic number of the element unpentnilium?,150,150,3,120,119,A,http://www.wikidata.org/entity/Q3551919,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0358,Wikidata SPARQL,CC0,Geography,What is the area of Myanmar?,676577.2,676577.2,48670.82,3355,11300,A,http://www.wikidata.org/entity/Q836,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0359,Wikidata SPARQL,CC0,Geography,What is the area of Dominican Republic?,48670.82,48670.82,676577.2,3355,11300,A,http://www.wikidata.org/entity/Q786,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0360,Wikidata SPARQL,CC0,Geography,What is the area of Northern Cyprus?,3355,3355,676577.2,48670.82,11300,A,http://www.wikidata.org/entity/Q23681,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0361,Wikidata SPARQL,CC0,Geography,What is the area of The Gambia?,11300,11300,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q1005,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0362,Wikidata SPARQL,CC0,Geography,What is the area of The Bahamas?,13878,13878,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q778,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0363,Wikidata SPARQL,CC0,Geography,What is the area of Aruba?,178.916378,178.916378,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q21203,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0364,Wikidata SPARQL,CC0,Geography,What is the area of Nepal?,147181.254346,147181.254346,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q837,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0365,Wikidata SPARQL,CC0,Geography,What is the area of Dominica?,751.096551,751.096551,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q784,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0366,Wikidata SPARQL,CC0,Geography,What is the area of Saint Lucia?,617.012867,617.012867,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q760,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0367,Wikidata SPARQL,CC0,Geography,What is the area of Madagascar?,587295,587295,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q1019,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0368,Wikidata SPARQL,CC0,Geography,What is the area of Lesotho?,30355,30355,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q1013,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0369,Wikidata SPARQL,CC0,Geography,What is the area of Cape Verde?,4033,4033,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q1011,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0370,Wikidata SPARQL,CC0,Geography,What is the area of Liberia?,111369,111369,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q1014,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0371,Wikidata SPARQL,CC0,Geography,What is the area of Turkmenistan?,491210,491210,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q874,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0372,Wikidata SPARQL,CC0,Geography,What is the area of Brunei?,5765.313533,5765.313533,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q921,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0373,Wikidata SPARQL,CC0,Geography,What is the area of Pakistan?,881913,881913,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q843,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0374,Wikidata SPARQL,CC0,Geography,What is the area of Mozambique?,801590,801590,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q1029,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0375,Wikidata SPARQL,CC0,Geography,What is the area of Democratic Republic of the Congo?,2344858,2344858,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q974,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0376,Wikidata SPARQL,CC0,Geography,What is the area of Botswana?,581737,581737,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q963,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0377,Wikidata SPARQL,CC0,Geography,What is the area of Philippines?,343448,343448,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q928,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0378,Wikidata SPARQL,CC0,Geography,What is the area of Israel?,20770,20770,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q801,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0379,Wikidata SPARQL,CC0,Geography,What is the area of Kyrgyzstan?,199951,199951,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q813,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0380,Wikidata SPARQL,CC0,Geography,What is the area of Mali?,1240192,1240192,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q912,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0381,Wikidata SPARQL,CC0,Geography,What is the area of Morocco?,446550,446550,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q1028,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0382,Wikidata SPARQL,CC0,Geography,What is the area of Equatorial Guinea?,28051,28051,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q983,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0383,Wikidata SPARQL,CC0,Geography,What is the area of Bolivia?,1098581,1098581,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q750,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0384,Wikidata SPARQL,CC0,Geography,What is the area of Thailand?,513119.5,513119.5,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q869,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0385,Wikidata SPARQL,CC0,Geography,What is the area of Kuwait?,17818,17818,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q817,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0386,Wikidata SPARQL,CC0,Geography,What is the area of South Sudan?,644329,644329,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q958,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0387,Wikidata SPARQL,CC0,Geography,What is the area of Nigeria?,923768,923768,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q1033,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0388,Wikidata SPARQL,CC0,Geography,What is the area of Lebanon?,10452,10452,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q822,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0389,Wikidata SPARQL,CC0,Geography,What is the area of Iran?,1648195,1648195,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q794,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0390,Wikidata SPARQL,CC0,Geography,What is the area of Angola?,1246700,1246700,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q916,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0391,Wikidata SPARQL,CC0,Geography,What is the area of Jamaica?,10991.90954,10991.90954,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q766,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0392,Wikidata SPARQL,CC0,Geography,What is the area of Togo?,56785,56785,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q945,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0393,Wikidata SPARQL,CC0,Geography,What is the area of Benin?,114763,114763,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q962,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0394,Wikidata SPARQL,CC0,Geography,What is the area of Vietnam?,331690,331690,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q881,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0395,Wikidata SPARQL,CC0,Geography,What is the area of Saudi Arabia?,2250000,2250000,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q851,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0396,Wikidata SPARQL,CC0,Geography,What is the area of Oman?,309500,309500,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q842,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0397,Wikidata SPARQL,CC0,Geography,What is the area of Sri Lanka?,65610,65610,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q854,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0398,Wikidata SPARQL,CC0,Geography,What is the area of Bhutan?,38394,38394,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q917,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0399,Wikidata SPARQL,CC0,Geography,What is the area of Senegal?,196722,196722,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q1041,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0400,Wikidata SPARQL,CC0,Geography,What is the area of Gabon?,267667,267667,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q1000,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0401,Wikidata SPARQL,CC0,Geography,What is the area of Iraq?,437072,437072,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q796,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0402,Wikidata SPARQL,CC0,Geography,What is the area of Cameroon?,475442,475442,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q1009,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0403,Wikidata SPARQL,CC0,Geography,What is the area of Tanzania?,947303,947303,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q924,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0404,Wikidata SPARQL,CC0,Geography,What is the area of Qatar?,11437,11437,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q846,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0405,Wikidata SPARQL,CC0,Geography,What is the area of Yemen?,455503,455503,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q805,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0406,Wikidata SPARQL,CC0,Geography,What is the area of Tunisia?,163610,163610,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q948,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0407,Wikidata SPARQL,CC0,Geography,What is the area of Somalia?,637657,637657,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q1045,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0408,Wikidata SPARQL,CC0,Geography,What is the area of Saint Kitts and Nevis?,269.358763,269.358763,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q763,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0409,Wikidata SPARQL,CC0,Geography,What is the area of United Arab Emirates?,83600,83600,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q878,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0410,Wikidata SPARQL,CC0,Geography,What is the area of Afghanistan?,652230,652230,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q889,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0411,Wikidata SPARQL,CC0,Geography,What is the area of Syria?,185180,185180,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q858,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0412,Wikidata SPARQL,CC0,Geography,What is the area of Central African Republic?,622984,622984,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q929,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0413,Wikidata SPARQL,CC0,Geography,What is the area of Kosovo?,10909,10909,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q1246,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0414,Wikidata SPARQL,CC0,Geography,What is the area of Sudan?,1840687,1840687,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q1049,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0415,Wikidata SPARQL,CC0,Geography,What is the area of Sudan?,1886068,1886068,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q1049,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0416,Wikidata SPARQL,CC0,Geography,What is the area of Jordan?,89341,89341,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q810,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0417,Wikidata SPARQL,CC0,Geography,What is the area of Libya?,1759541,1759541,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q1016,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0418,Wikidata SPARQL,CC0,Geography,What is the area of Costa Rica?,51179.92,51179.92,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q800,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0419,Wikidata SPARQL,CC0,Geography,What is the area of Sierra Leone?,71740,71740,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q1044,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0420,Wikidata SPARQL,CC0,Geography,What is the area of Malawi?,118484,118484,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q1020,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0421,Wikidata SPARQL,CC0,Geography,What is the area of Tajikistan?,143100,143100,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q863,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0422,Wikidata SPARQL,CC0,Geography,What is the area of Saint Vincent and the Grenadines?,389,389,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q757,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0423,Wikidata SPARQL,CC0,Geography,What is the area of Maldives?,298,298,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q826,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0424,Wikidata SPARQL,CC0,Geography,What is the area of Haiti?,27750,27750,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q790,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0425,Wikidata SPARQL,CC0,Geography,What is the area of Grenada?,348.5,348.5,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q769,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0426,Wikidata SPARQL,CC0,Geography,What is the area of Laos?,236800,236800,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q819,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0427,Wikidata SPARQL,CC0,Geography,What is the area of Djibouti?,23200,23200,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q977,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0428,Wikidata SPARQL,CC0,Geography,What is the area of Trinidad and Tobago?,5128,5128,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q754,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0429,Wikidata SPARQL,CC0,Geography,What is the area of Eritrea?,117600,117600,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q986,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0430,Wikidata SPARQL,CC0,Geography,What is the area of Comoros?,2034,2034,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q970,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0431,Wikidata SPARQL,CC0,Geography,What is the area of Republic of the Congo?,342000,342000,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q971,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0432,Wikidata SPARQL,CC0,Geography,What is the area of Burkina Faso?,274200,274200,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q965,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0433,Wikidata SPARQL,CC0,Geography,What is the area of Mauritius?,2040,2040,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q1027,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0434,Wikidata SPARQL,CC0,Geography,What is the area of Niger?,1267000,1267000,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q1032,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0435,Wikidata SPARQL,CC0,Geography,What is the area of Seychelles?,459,459,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q1042,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0436,Wikidata SPARQL,CC0,Geography,What is the area of São Tomé and Príncipe?,1001,1001,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q1039,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0437,Wikidata SPARQL,CC0,Geography,What is the area of Nicaragua?,120340,120340,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q811,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0438,Wikidata SPARQL,CC0,Geography,What is the area of Bangladesh?,147570,147570,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q902,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0439,Wikidata SPARQL,CC0,Geography,What is the area of Mauritania?,1030700,1030700,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q1025,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0440,Wikidata SPARQL,CC0,Geography,What is the area of El Salvador?,21041,21041,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q792,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0441,Wikidata SPARQL,CC0,Geography,What is the area of Eswatini?,17364,17364,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q1050,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0442,Wikidata SPARQL,CC0,Geography,What is the area of Burundi?,27834,27834,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q967,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0443,Wikidata SPARQL,CC0,Geography,What is the area of Rwanda?,26338,26338,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q1037,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0444,Wikidata SPARQL,CC0,Geography,What is the area of Guinea-Bissau?,36125,36125,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q1007,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0445,Wikidata SPARQL,CC0,Geography,What is the area of Antigua and Barbuda?,440.29,440.29,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q781,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0446,Wikidata SPARQL,CC0,Geography,What is the area of South Korea?,100295,100295,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q884,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0447,Wikidata SPARQL,CC0,Geography,What is the area of Guatemala?,108889,108889,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q774,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0448,Wikidata SPARQL,CC0,Geography,What is the area of Honduras?,112492,112492,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q783,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0449,Wikidata SPARQL,CC0,Geography,What is the area of Uganda?,241038,241038,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q1036,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0450,Wikidata SPARQL,CC0,Geography,What is the area of Guinea?,245857,245857,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q1006,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0451,Wikidata SPARQL,CC0,Geography,What is the area of Ivory Coast?,322463,322463,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q1008,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0452,Wikidata SPARQL,CC0,Geography,What is the area of Malaysia?,330803,330803,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q833,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0453,Wikidata SPARQL,CC0,Geography,What is the area of Zimbabwe?,390757,390757,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q954,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0454,Wikidata SPARQL,CC0,Geography,What is the area of Panama?,74177.3,74177.3,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q804,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0455,Wikidata SPARQL,CC0,Geography,What is the area of Curaçao?,444,444,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q25279,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0456,Wikidata SPARQL,CC0,Geography,What is the area of Zambia?,752618,752618,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q953,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0457,Wikidata SPARQL,CC0,Geography,What is the area of Namibia?,825615,825615,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q1030,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0458,Wikidata SPARQL,CC0,Geography,What is the area of Ecuador?,257204.27,257204.27,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q736,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0459,Wikidata SPARQL,CC0,Geography,What is the area of Somaliland?,177000,177000,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q34754,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0460,Wikidata SPARQL,CC0,Geography,What is the area of Kashmir Sultanate?,250200,250200,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q123027565,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0461,Wikidata SPARQL,CC0,Geography,What is the area of Principality of Waldeck?,1121,1121,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q165763,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0462,Wikidata SPARQL,CC0,Geography,What is the area of Pahlavi Iran?,648195,648195,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q107258515,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0463,Wikidata SPARQL,CC0,Geography,What is the area of Palestine?,6020,6020,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q219060,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0464,Wikidata SPARQL,CC0,Geography,What is the area of Kingdom of Denmark?,2220930,2220930,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q756617,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0465,Wikidata SPARQL,CC0,Geography,What is the area of Cook Islands?,240,240,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q26988,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0466,Wikidata SPARQL,CC0,Geography,What is the area of Colombia?,1141748,1141748,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q739,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0467,Wikidata SPARQL,CC0,Geography,What is the area of Sint Maarten?,34,34,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q26273,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0468,Wikidata SPARQL,CC0,Geography,What is the area of Kingdom of the Netherlands?,42201,42201,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q29999,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0469,Wikidata SPARQL,CC0,Geography,What is the area of Niue?,260,260,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q34020,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0470,Wikidata SPARQL,CC0,Geography,What is the area of Kenya?,581309,581309,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q114,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0471,Wikidata SPARQL,CC0,Geography,What is the area of Algeria?,2381741,2381741,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q262,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0472,Wikidata SPARQL,CC0,Geography,What is the area of Egypt?,1010407.87,1010407.87,676577.2,48670.82,3355,A,http://www.wikidata.org/entity/Q79,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
