id,category_key,language_code,prompt,option_a,option_b,option_c,option_d,correct_option,explanation,difficulty,source_title,source_url,publication_status,quality_note
movement5_0008,Çand,ku-kmr,"Di lîsteya Jineolojî Dergisî de, «krîza çandê» bi kîjan nêzîkatiyê re tê pêşkêşkirin?",Bi lêgerîna rêyên derketinê ji krîzê.,Bi qebûlkirina krîzê wekî tiştekî ku nayê lêkolînkirin.,Bi veguhastina krîza çandê bo mijara geologyayê.,Bi rakirina çandê ji her gotûbêjê.,A,Dîroka kovarê dosyayek bi navê «Krîza çandê û rêyên derketinê» dide naskirin; navê wê lêkolîn û çareseriyê bi hev re dike.,3,Cultural Crisis and Ways Out of Crisis,https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın veya kitap kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement5_0009,Siyaset,ku-kmr,"Di lîsteya dosyayên Jineolojî Dergisî de, «siyaseta demokratîk» bi kîjan mijarê re dikare were xwendin?",Bi awayên beşdarbûn û biryargirtina civakê.,Bi tenê dîroka çapemeniyê.,Bi tenê teknîka stranbêjiyê.,Bi tenê şertên avhewaya herêmê.,A,Dosyaya siyaseta demokratîk di çarçoveya kovarê de bi mijarên civakî û rêxistinî re tê xwendin; beşdarbûn û biryargirtin du aliyên wê ne.,3,Democratic Politics,https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın veya kitap kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement5_0010,Siyaset,ku-kmr,«Aboriya komunal a demokratîk» di lîsteya Jineolojî Dergisî de çi dide nîşandan?,Aboriyê wekî mijareke civakî û rêxistinkirina hevpar dide nîqaşkirin.,Aboriyê tenê wekî karê kesane dide pênasekirin.,Aboriyê ji ekolojî û civakê bi tevahî cuda dike.,Aboriyê tenê bi dîroka Hawarê re girê dide.,A,Navê dosyayê aboriya komunal û demokratîk bi hev re dide nîqaşkirin; ev nêzîkatî aboriyê di nav têkiliyên civakî de dixwîne.,3,Democratic Communal Economy,https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın veya kitap kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement5_0011,Paradigma,ku-kmr,"Di lîsteya Jineolojî Dergisî de, «jiyana ekolojîk» ji kîjan duduya têgehî re nêzîk e?","Ji têkiliya civakê, jinan û xwezayê re.",Ji têkiliya alfabeyê û hesabkirina bacan re.,Ji têkiliya dîroka Hawarê û muzîka klasîk re.,Ji têkiliya bajarên Ewropayê û ferhengokên erebî re.,A,"Dosyaya jiyana ekolojîk di lîsteya kovarê de li kêleka dosyayên jin, civak û jiyanê tê dîtin; ev yek têkiliya civak û xwezayê dixe pêş.",3,Ecological Life,https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın veya kitap kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement5_0012,Paradigma,ku-kmr,"Di lîsteya kovarê de, «organîzekirina potansiyela azadiyê: tevgerên civakî» li ser çi raweste?",Li ser hêza rêxistin û tevgerên civakî ji bo avakirina azadiyê.,Li ser tenê pêvajoya çapkirina pirtûkekê.,Li ser tenê dabeşkirina navên çiyan.,Li ser tenê formên muzîka klasîk.,A,Navê dosyayê potansiyela azadiyê bi rêxistin û tevgerên civakî re girêdide; azadî li vir wekî pêvajoya hevpar tê xwendin.,3,Organizing the Potential of Freedom: Social Movements,https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın veya kitap kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement6_0001,Ziman,ku-kmr,"Di lîsteya Jineolojî Dergisî de, «zayendîtiyê: ji pîrozahiyê ber bi îdeolojiya hêzê» bi kîjan qadê re têkildar e?","Bi têkiliyên zayendî, beden û hêzê re.",Bi tenê bi dîroka alfabeya Hawarê re.,Bi tenê bi rêbazên pîvandina çiyan re.,Bi tenê bi ferhengoka peyvên aborî re.,A,"Navê dosyayê zayendîtiyê ji pîrozahî ber bi îdeolojiya hêzê dide nîqaşkirin û têkiliya beden, zayend û hêzê dixe pêş.",2,"Sexuality, From Sacredness to Power Ideology",https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement6_0002,Ziman,ku-kmr,"Di dosyaya «kolonyalîzm û polîtîkayên komkujiyê yên jinan» de, peyva kolonyalîzmê bi kîjan pêvajoyê re tê xwendin?",Bi pêvajoyên serdestiyê û bandora wan li ser jinan û civakê re.,Bi tenê bi çêkirina ferhengokên zimanî re.,Bi tenê bi rêxistina konseran re.,Bi tenê bi avakirina rêyên hesinî re.,A,Navê dosyayê kolonyalîzmê bi polîtîkayên serdestiyê û komkujiyê yên li ser jinan re dide têkildar kirin.,3,Colonialism,https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement6_0003,Edebiyat,ku-kmr,"Di lîsteya kovarê de, «nîqaşên malbatê» çi dide nîşandan?",Malbat wekî mijareke civakî û qadeke gotûbêjê tê lêkolînkirin.,Malbat tenê wekî navê yekîneyeke arşîvê tê bikaranîn.,Malbat bi dîroka çiyayên Zagrosê re heman wateyê dide.,Malbat tenê wekî cureyekî muzîkê tê pênasekirin.,A,Navê dosyayê nîqaşên malbatê dixe navendê û malbatê wekî mijareke civakî ya tê nîqaşkirin pêşkêş dike.,2,Family Discussions,https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement6_0004,Edebiyat,ku-kmr,Pirtûkxaneya Jinên Kurdistanê Jineolojî bi kîjan awayî dide pêşkêşkirin?,Wekî zanista jinê û jiyanê ku ji ezmûnên têkoşîna jinan tê xwarin.,Wekî ferhengoka peyvên erebî ya ji bo dibistanê.,Wekî dîroka kovara Ronahî ya li Şamê.,Wekî pirtûka tenê li ser geologyaya çiyayên Kurdistanê.,A,Danasîna pirtûkxanê Jineolojî wekî zanista jinê û jiyanê dide pênasekirin û wê bi ezmûnên têkoşînên jinan ve girê dide.,3,Kurdish Women’s Library – What is Jineolojî,https://pirtukxaneyajinenkurdistan.com/en/post/what-is-jineoloji/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement6_0005,Dîrok,ku-kmr,"Di lîsteya dosyayên Jineolojî Dergisî de, «Rojhilat, Bakur, Rojava, Başûr» çi dide nîşandan?",Ku kovar ji bo her çar qadên Kurdistanê dosyayên taybet jî amade kiriye.,Ku kovar tenê li Rojava hatiye çapkirin.,Ku ev nav hemû navên çiyayên herêmê ne.,Ku ev navên çar alfabeyên Kurdî ne.,A,"Di lîsteya kovarê de dosyayên bi navên Rojhilat, Bakur, Rojava û Başûr cih digirin; ev dabeşkirina qadên Kurdistanê ye.",2,"Rojhilat, Bakur, Rojava, Bashur",https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement6_0006,Dîrok,ku-kmr,"Di lîsteya Jineolojî Dergisî de, «dîmdemografî» bi kîjan mijarê re tê girêdan?",Bi şert û pêvajoyên nifûsê û têkiliyên wan bi civakê re.,Bi tenê bi dîroka kovaran re.,Bi tenê bi rêzikên stranên dengbêjan re.,Bi tenê bi avhewaya çiyayên Bahtiyarî re.,A,Dosyaya demografiyê mijarên nifûsê û têkiliyên wan bi rêxistina civakê re dixe nav gotûbêjê.,3,Demography,https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement6_0007,Çand,ku-kmr,"Di lîsteya dosyayên Jineolojî Dergisî de, «nîqaşên ciwanan» çi dide pêş?",Cih û pirsgirêkên ciwanan di civakê û tevgerên civakî de.,Tenê dîroka çapkirina pirtûkên klasîk.,Tenê rêzikên hesabkirina aborî.,Tenê cûreyên darên Zagrosê.,A,Navê dosyayê ciwanan wekî qadeke civakî ya tê nîqaşkirin nîşan dide; mijara wê ji pirtûk û geologyayê cuda ye.,2,Youth Discussions,https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement6_0008,Çand,ku-kmr,"Di nav 33 dosyayên Jineolojî Dergisî de, kîjan dosya rasterast bi ziman û çandê re têkildar e?",Krîza çandê û rêyên derketinê ji wê.,Tenê konfederalîzma jinan.,Tenê dîroka siyasî ya Kurdistanê.,Tenê xweza û rûberûbûna çiyan.,A,Di lîsteya dosyayan de krîza çandê wekî mijareke cuda hatiye dîtin û bi rêyên derketinê re hatiye girêdan.,3,Cultural Crisis and Ways Out of Crisis,https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement6_0009,Siyaset,ku-kmr,"Di lîsteya kovarê de, «kolonyalîzm» û «siyaseta demokratîk» çi nîşan didin?",Kovar hem serdestî û kolonyalîzmê hem jî rêyên siyaseta demokratîk wekî mijarên cuda lêkolîn dike.,Kovar tenê li ser kolonyalîzmê raweste û siyaseta demokratîk qet nabêje.,Kovar hemû mijarên siyasî ji nav dibe.,Kovar ev navan tenê ji bo navên dosyayan bê wate bi kar tîne.,A,Di lîsteya kovarê de kolonyalîzm û siyaseta demokratîk wekî du dosyayên cuda hene; ev yek berfirehiya gotûbêja siyasî nîşan dide.,3,Colonialism; Democratic Politics,https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement6_0010,Siyaset,ku-kmr,«Konfederalîzma jinan» di lîsteya Jineolojî Dergisî de bi kîjan têgehê re têkildar tê xwendin?,Bi rêxistina jinan û avakirina têkiliyên siyasî yên hevpar re.,Bi tenê bi dabeşkirina zaravayên Kurdî re.,Bi tenê bi parastina wêneyên arşîvê re.,Bi tenê bi çêkirina ferhengokê re.,A,Dosyaya konfederalîzma jinan li ser rêxistina jinan û têkiliyên wan di qadên siyasî-civakî de dixe nîqaşê.,3,Women’s Confederalism,https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement6_0011,Paradigma,ku-kmr,"Di dosyaya «Jiyana ekolojîk» de, têkiliya xweza û civakê bi kîjan nêzîkatiyê tê dîtin?",Wekî têkiliyeke hevpar ku li ser awayê jiyanê û rêxistina civakê bandor dike.,Wekî du qadên ku qet hev nakevin.,Wekî mijarek tenê ji bo nexşeyên erdnîgarî.,Wekî mijarek ku tenê bi muzîkê re têkildar e.,A,Navê dosyayê jiyana ekolojîkê bi jiyan û civakê re dide hev; nêzîkatiya wê têkiliya xweza û civakê wekî têkiliyeke hevpar dixwîne.,3,Ecological Life,https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement6_0012,Paradigma,ku-kmr,"Di lîsteya Jineolojî Dergisî de, «ji zanistparêziyê derbasbûn» çi dide nîqaşkirin?",Sînor û şertên zanîna ku xwe tenê bi metodên serdest re nas dike.,Tenê rêbazên çêkirina kovarê.,Tenê dîroka çiyayên Kurdistanê.,Tenê dabeşkirina muzîkê li ser amûran.,A,Navê dosyayê ji derbasbûna zanistparêziyê re têkildar e û sînorên zanîna serdest dixe nîqaşê.,3,Transcending Scientism,https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement7_0001,Ziman,ku-kmr,"Di dosyayên «Rêbazên berxwedana jinan I û II» de, çima du dosya ji hev hatine veqetandin?",Ji ber ku berxwedana jinan dikare gelek rêbaz û formên cuda dihewîne.,Ji ber ku yek ji dosyayan li ser geologyayê ye.,Ji ber ku yek ji dosyayan tenê ferhengok e.,Ji ber ku du dosya heman navê kovarê ne.,A,Lîsteya kovarê du dosyayên li ser rêbazên berxwedana jinan dide nîşandan; ev dabeşkirin cûrbecûrbûna formên berxwedanê nîqaş dike.,2,Women’s Resistance Methods I and II,https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement7_0002,Ziman,ku-kmr,"Di dosyaya «Rêbaz û rastiya jinan» de, rastî bi kîjan çavkaniyê re tê pêwendîkirin?",Bi ezmûn û dîtina jinan di jiyan û civakê de.,Bi tenê bi rêzikên gramerê yên zimanekî re.,Bi tenê bi nexşeya cografî ya herêmê re.,Bi tenê bi navê sazîyên siyasî re.,A,Navê dosyayê rêbaz û rastiya jinan bi hev re dide nîqaşkirin û ezmûna jinan wekî çavkaniya fêmkirinê dixe pêş.,3,Method and Truth Based on Women’s Reality,https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement7_0003,Edebiyat,ku-kmr,"Di lîsteya Jineolojî Dergisî de, «xweparastina Jineolojî» bi kîjan wateyê re zêdetir nêzîk e?","Bi parastina jiyanê, zanînê û hêza rêxistinê re, ne tenê bi çekê re.",Bi tenê bi parastina pirtûkên kevn re.,Bi tenê bi parastina navên bajarên dîrokî re.,Bi tenê bi parastina muzîkê re.,A,"Dosyaya xweparastinê di lîsteya kovarê de wekî mijareke Jineolojî tê; şirovekirina wê dikare parastina jiyan, zanîn û rêxistinê jî dihewîne.",2,Jineolojî as Self-Defense,https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement7_0004,Edebiyat,ku-kmr,"Di lîsteya Jineolojî Dergisî de, «Rêyên derketina ji krîza çandê» çi cureyê nivîsê nîşan dide?",Nivîsek lêkolînî û çareseriyê ku krîzê nas dike û li rêyan digere.,Nivîsek tenê li ser navên şairan.,Nivîsek tenê li ser şêwaza çêkirina amûrên muzîkê.,Nivîsek tenê li ser şertên avhewayê.,A,"Sernavê dosyayê hem krîza çandê hem jî rêyên derketinê dide nîşandan; mijar tenê nasandin nîne, lêgerîna çareseriyê jî heye.",3,Cultural Crisis and Ways Out of Crisis,https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement7_0005,Dîrok,ku-kmr,"Di dîroka dosyayên Jineolojî Dergisî de, kîjan mijar li ser sedsala 21an tê lîstekirin?",Sedsala jinan.,Ronahî ya sala 1942an.,Rojnameya Kurdistanê ya sala 1898an.,Dîroka Memê Alan.,A,Di lîsteya 33 dosyayan de «Sedsala jinan» wekî mijareke ji bo sedsala 21an hatiye lîstekirin.,2,21st Century; Women’s Century,https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement7_0006,Dîrok,ku-kmr,"Di lîsteya kovarê de, «Rojhilat, Bakur, Rojava û Başûr» çi cureyê dabeşkirinê ye?",Dabeşkirina qadên Kurdistanê ji bo nîqaş û lêkolînên herêmî.,Dabeşkirina çar cureyên alfabeyê.,Dabeşkirina çar komên muzîkê.,Dabeşkirina çar navên pirtûkan.,A,Ev navên herêmî di lîsteya kovarê de wekî dosyayên taybet cih digirin û qadên cuda yên Kurdistanê nîşan didin.,3,"Rojhilat, Bakur, Rojava, Bashur",https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement7_0007,Çand,ku-kmr,"Di dosyaya «Rêxistina potansiyela azadiyê: tevgerên civakî» de, tevgerên civakî çi dikin?",Hêza civakê li dora azadiyê rêxistin dikin.,Tenê kovarên kevn li gorî salê rêz dikin.,Tenê nexşeyên çiyan dikin.,Tenê peyvên stranên olî kom dikin.,A,Sernavê dosyayê tevgerên civakî bi rêxistina potansiyela azadiyê re girêdide û rola rêxistinê dixe pêş.,2,Organizing the Potential of Freedom: Social Movements,https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement7_0008,Çand,ku-kmr,"Di lîsteya kovarê de, «jiyana hevpar a azad; çima, çawa?» ji kîjan pirsa civakî dest pê dike?",Çawa dikare mirovan bi azadî û wekhevî li hev bijîn.,Çawa dikare tenê yek kes hemû biryaran bide.,Çawa dikare çand ji jiyanê were veqetandin.,Çawa dikare civak bê gotûbêjê were rêxistin.,A,Sernavê dosyayê pirsa çima û çawa ya jiyana hevpar a azad dike pêş û bi awayên jiyana wekhev re têkildar e.,3,"Free Coexistence; Why, How?",https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement7_0009,Siyaset,ku-kmr,"Di dosyaya «Aboriya komunal a demokratîk» de, peyva komunalê çi dide nîşandan?",Ku aborî bi hevkarî û bi beşdarbûna civakê tê nîqaşkirin.,Ku aborî tenê karê kesekî ye.,Ku aborî ji çand û civakê cuda ye.,Ku aborî tenê navê kovareke dîrokî ye.,A,Pêwendiya «demokratîk» û «komunal» di sernavê dosyayê de aboriyê bi hevkarî û beşdarbûna civakê re girêdide.,3,Democratic Communal Economy,https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement7_0010,Siyaset,ku-kmr,"Di lîsteya Jineolojî Dergisî de, «îzolasyon û girtin» wekî kîjan cureyê mijarê tê pêşkêşkirin?",Wekî pirsgirêkeke siyasî û civakî ya ku divê bê lêkolînkirin.,Wekî navê cureyekî muzîkê.,Wekî navê alfabeyeke nû.,Wekî navê çiyayekî li Rojava.,A,"Navê dosyayê îzolasyon û girtinê wekî mijareke siyasî-civakî dixe nav gotûbêjê; ew ne navê muzîk, alfabe an çiya ye.",3,Isolation and Closure,https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement7_0011,Paradigma,ku-kmr,"Di dosyaya «Kolonyalîzma li ser bingeha olparêziyê» de, çi têkiliya tê pêşkêşkirin?","Têkiliya hêz, olparêzî û pêvajoyên kolonyalîzmê.",Têkiliya muzîk û geologyayê.,Têkiliya alfabeya Hawarê û ferhengoka Xanî.,Têkiliya dengbêjî û avakirina kooperatîfan.,A,Sernavê dosyayê olparêzî û kolonyalîzmê bi hev re dide nîqaşkirin û li ser têkiliyên hêzê raweste.,3,Religionism-Based Colonialism and Women’s Massacre Policies,https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement7_0012,Paradigma,ku-kmr,"Di lîsteya kovarê de, «demografî» çima dikare wekî mijareke siyasî-civakî were xwendin?","Ji ber ku nifûs, jiyan û dabeşbûna civakê bi biryar û hêzê re têkildar in.",Ji ber ku demografî tenê hesabkirina çiyan e.,Ji ber ku demografî tenê navê pirtûkekê ye.,Ji ber ku demografî ji civakê bi tevahî cuda ye.,A,"Dosyaya demografiyê di nav lîsteya kovarê de li kêleka siyaset, civak û jiyanê ye; nifûs û dabeşbûna civakê dikarin aliyên siyasî-civakî jî hebin.",3,Demography,https://jineoloji.eu/en/2025/06/29/jineoloji-magazine-at-10-years-old-the-reunion-of-knowledge-stolen-from-women-with-women-part-1/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement8_0001,Ziman,ku-kmr,"Li gorî arşîva Hawarê, hejmara yekem a kovarê kengî derket?",15ê Gulana 1932an.,22ê Nîsana 1898an.,19ê Tîrmeha 2012an.,1ê Çileya 1942an.,A,Arşîva Hawarê hejmara yekem di 15ê Gulana 1932an de li Şamê dide tomar kirin.,2,Hawar Archive – NYKCC,https://nykcc.org/langauge/hawar-archive/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın veya kitap kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement8_0002,Ziman,ku-kmr,"Di hejmara yekem a Hawarê de, armanca kovarê ji bo zimanê Kurmancî çi bû?",Belavkirin û hînkirina alfabeya nû û nivîsandina lêkolînên li ser ziman.,Rakirina hemû nivîsên Kurmancî ji çapemeniyê.,Bikaranîna tenê alfabeya erebî bê guherîn.,Çapkirina tenê nivîsarên aborî.,A,"Arşîvê dibêje ku Hawar dixwest alfabeya nû belav bike û li ser ziman, wêje, adet, dîrok û erdnîgariyê lêkolîn bike.",3,Hawar Archive – NYKCC,https://nykcc.org/langauge/hawar-archive/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın veya kitap kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement8_0003,Edebiyat,ku-kmr,Pirtûka Revolution in Rojava: Democratic Autonomy and Women’s Liberation cara yekem kengî hatiye weşandin?,Di Mijdara 2016an de.,Di Gulana 1932an de.,Di Nîsana 1898an de.,Di Tîrmeha 2022an de.,A,Danasîna pirtûkê li ser malpera David Graeber dide nîşandan ku weşana yekem di 15ê Mijdara 2016an de bû.,2,Revolution in Rojava – David Graeber,https://davidgraeber.org/books/revolution-in-rojava/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın veya kitap kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement8_0004,Edebiyat,ku-kmr,"Di danasîna pirtûka Women in the Kurdish Movement de, kîjan sê peyv di sernavê de tên bikaranîn?","Dayik, heval û xwedawend.","Ziman, çiya û arşîv.","Kovar, ferheng û alfabe.","Ekolojî, aborî û dîroka çapemeniyê.",A,"Sernavê pirtûkê bi sê peyvên Mothers, Comrades, Goddesses rola û nasnameyên cuda yên jinan di tevgerê de nîşan dide.",3,Women in the Kurdish Movement – Springer,https://link.springer.com/book/10.1007/978-3-030-24744-7,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın veya kitap kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement8_0005,Dîrok,ku-kmr,"Li gorî arşîva Hawarê, kovar piştî 1935an kengî dîsa dest bi weşandinê kir?",Di sala 1941an de.,Di sala 1898an de.,Di sala 1963an de.,Di sala 2025an de.,A,Hawar di navbera 1932 û 1935an de hat weşandin û piştî navberekê di sala 1941an de dîsa dest pê kir.,2,Hawar Archive – NYKCC,https://nykcc.org/langauge/hawar-archive/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın veya kitap kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement8_0006,Dîrok,ku-kmr,"Di gotûbêja li ser Jineolojî de, li gorî Cambridge, kovara Jineolojî ji kîjan salê ve tê weşandin?",Ji sala 2016an ve.,Ji sala 1941an ve.,Ji sala 1898an ve.,Ji sala 2005an ve.,A,Chaptersa Cambridge kovara Jineolojî wekî kovareke ku ji sala 2016an ve tê weşandin dide naskirin.,3,The Kurdish Women’s Freedom Movement – Cambridge,https://www.cambridge.org/core/books/kurdish-womens-freedom-movement/pkk-a-womans-party/A154F270788B30BB87C8705A5C3E794C,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın veya kitap kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
movement8_0007,Çand,ku-kmr,Hawar di gotina xwe ya destpêkê de xwe bi kîjan dengî dide nasîn?,"Wekî dengê zanînê, ne wekî organa partî an rêxistinek siyasî.",Wekî organa fermî ya yek partiyê.,Wekî kovareke tenê ji bo bazirganiyê.,Wekî arşîva tenê ya şer û çekan.,A,Arşîva Hawarê destnîşan dike ku kovar xwe wekî dengê zanînê dide nasîn û dixwest ji dengê partî an rêxistina siyasî cuda bimîne.,2,Hawar Archive – NYKCC,https://nykcc.org/langauge/hawar-archive/,PENDING_EDITORIAL_APPROVAL,Hareket basın/yayın veya kitap kaynağından elle yazıldı; ikinci editoryal kontrol bekliyor.
