issueFingerprint,checkId,severity,sourceId,sourceRole,gateIncluded,productionLike,sourcePath,sourceRow,sourceRecordId,runtimeId,canonicalId,prompt,options,rawCorrectValue,parsedCorrectIndex,parsedCorrectText,explanation,category,difficulty,parserName,parserRule,originalSourceLocated,runtimeReachable,duplicateSourceCount,crossSourceDifference,adjudication,confidence,evidence,factualVerificationNeeded,KurmanciEditorNeeded,recommendedAction,safeForAutomaticFix
27d902d96e62a114a13a1fcd88b06a3c,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,2,offline_0001,offline_0001,"id:offline_0001|prompt:di kurmancî de peyva ""av"" bi tirkî çi ye","Di Kurmancî de peyva ""av"" bi Tirkî çi ye?",Su | ev | su | te,C,2,su,"""av"" kelimesi ""su"" anlamına gelir.",Ziman,1,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Su | ev | su | te; duplicateForm=case_only_duplicate; rawCorrect=C; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
56f6a4cee622d021f1ed4c1ca4748ab5,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,99,offline_0098,offline_0098,"id:offline_0098|prompt:peyva ""nav"" ""ad/isim"" anlamına gelir","Peyva ""nav"" ""ad/isim"" anlamına gelir.",Rast | Şaş | - | -,A,0,Rast,"""nav"" için doğru anlam ""ad/isim""tir.",Ziman,5,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
295fb4a247154ec83787c7a742973c18,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,100,offline_0099,offline_0099,"id:offline_0099|prompt:peyva ""nav"" ""söz"" anlamına gelir","Peyva ""nav"" ""söz"" anlamına gelir.",Rast | Şaş | - | -,B,1,Şaş,"""nav"" ""ad/isim"" demektir; ""peyiv"" ise ""söz"" anlamına gelir.",Ziman,5,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=B; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
62f149f86a8254c00cb3e9f9cf8ee044,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,104,offline_0103,offline_0103,"id:offline_0103|prompt:peyva ""zarok"" ""çocuk"" anlamına gelir","Peyva ""zarok"" ""çocuk"" anlamına gelir.",Rast | Şaş | - | -,A,0,Rast,"""zarok"" için doğru anlam ""çocuk""tir.",Ziman,1,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
91c067599ecc085c78c5e26e64ce0ec7,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,105,offline_0104,offline_0104,"id:offline_0104|prompt:peyva ""zarok"" ""öğretmen"" anlamına gelir","Peyva ""zarok"" ""öğretmen"" anlamına gelir.",Rast | Şaş | - | -,B,1,Şaş,"""zarok"" ""çocuk"" demektir; ""mamoste"" ise ""öğretmen"" anlamına gelir.",Ziman,1,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=B; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
363ae39f7d81af26c01de35396c81a34,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,109,offline_0108,offline_0108,"id:offline_0108|prompt:peyva ""xwendekar"" ""öğrenci"" anlamına gelir","Peyva ""xwendekar"" ""öğrenci"" anlamına gelir.",Rast | Şaş | - | -,A,0,Rast,"""xwendekar"" için doğru anlam ""öğrenci""tir.",Ziman,2,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
f64a3c61f43badb08027e968b25a0867,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,110,offline_0109,offline_0109,"id:offline_0109|prompt:peyva ""xwendekar"" ""grup"" anlamına gelir","Peyva ""xwendekar"" ""grup"" anlamına gelir.",Rast | Şaş | - | -,B,1,Şaş,"""xwendekar"" ""öğrenci"" demektir; ""kom"" ise ""grup"" anlamına gelir.",Ziman,2,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=B; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
83056d6e0fad7de50be9287903617914,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,114,offline_0113,offline_0113,"id:offline_0113|prompt:peyva ""rast"" ""doğru"" anlamına gelir","Peyva ""rast"" ""doğru"" anlamına gelir.",Rast | Şaş | - | -,A,0,Rast,"""rast"" için doğru anlam ""doğru""tir.",Ziman,3,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
4f18c3ec53d64a76f849faf59e6de4aa,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,115,offline_0114,offline_0114,"id:offline_0114|prompt:peyva ""rast"" ""yanlış"" anlamına gelir","Peyva ""rast"" ""yanlış"" anlamına gelir.",Rast | Şaş | - | -,B,1,Şaş,"""rast"" ""doğru"" demektir; ""şaş"" ise ""yanlış"" anlamına gelir.",Ziman,3,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=B; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
93d4ed38bad1f998bacd5bf97fe53428,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,119,offline_0118,offline_0118,"id:offline_0118|prompt:peyva ""pir"" ""çok"" anlamına gelir","Peyva ""pir"" ""çok"" anlamına gelir.",Rast | Şaş | - | -,A,0,Rast,"""pir"" için doğru anlam ""çok""tir.",Ziman,4,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
60114d17229d26d03a5ca4e60b03cd97,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,120,offline_0119,offline_0119,"id:offline_0119|prompt:peyva ""pir"" ""az"" anlamına gelir","Peyva ""pir"" ""az"" anlamına gelir.",Rast | Şaş | - | -,B,1,Şaş,"""pir"" ""çok"" demektir; ""kêm"" ise ""az"" anlamına gelir.",Ziman,4,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=B; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
df557e2ef97bb89ffaf98b50adeb554d,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,124,offline_0123,offline_0123,"id:offline_0123|prompt:peyva ""destpêk"" ""başlangıç"" anlamına gelir","Peyva ""destpêk"" ""başlangıç"" anlamına gelir.",Rast | Şaş | - | -,A,0,Rast,"""destpêk"" için doğru anlam ""başlangıç""tir.",Ziman,5,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
53c1250134afc0845a4275fc347bf6e8,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,125,offline_0124,offline_0124,"id:offline_0124|prompt:peyva ""destpêk"" ""son"" anlamına gelir","Peyva ""destpêk"" ""son"" anlamına gelir.",Rast | Şaş | - | -,B,1,Şaş,"""destpêk"" ""başlangıç"" demektir; ""dawî"" ise ""son"" anlamına gelir.",Ziman,5,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=B; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
58f1cc422d48e9c2e35ece888c6e0d14,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,132,offline_2006,offline_2006,"id:offline_2006|prompt:peyva ""şev"" bi tirkî ""gece"" ye","Peyva ""şev"" bi Tirkî ""gece"" ye.",Rast | Şaş | - | -,A,0,Rast,"""şev"" gece demektir; gündüz ise ""roj""tur.",Ziman,1,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
f279942d698600483f79bf3b1c097a5f,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,140,offline_2014,offline_2014,"id:offline_2014|prompt:cînavka ""em"" bi tirkî ""biz"" e","Cînavka ""em"" bi Tirkî ""biz"" e.",Rast | Şaş | - | -,A,0,Rast,"""em"" birinci çoğul kişi zamiridir: biz.",Ziman,2,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
823aa849218d81664d1ae37012dd3b47,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,147,offline_2021,offline_2021,"id:offline_2021|prompt:""bihar"" bi tirkî ""sonbahar"" e","""Bihar"" bi Tirkî ""sonbahar"" e.",Rast | Şaş | - | -,B,1,Şaş,"""bihar"" ilkbahardır; sonbahar ""payîz""dir.",Ziman,2,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=B; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
aab10df8876373a3304653b2a0924681,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,155,offline_2029,offline_2029,"id:offline_2029|prompt:""ez ê biçim"" dema bê (gelecek zaman) e","""Ez ê biçim"" dema bê (gelecek zaman) e.",Rast | Şaş | - | -,A,0,Rast,"""ê + b-"" kalıbı gelecek zamanı kurar: ez ê biçim = gideceğim.",Ziman,3,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
842aa3a869410cb4546be3149105f4e8,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,168,offline_2042,offline_2042,"id:offline_2042|prompt:tîpên ""e"" û ""ê"" di kurmancî de heman deng in","Tîpên ""e"" û ""ê"" di Kurmancî de heman deng in.",Rast | Şaş | - | -,B,1,Şaş,"""e"" kısa, ""ê"" ise kapalı uzun bir ünlüdür; farklı seslerdir.",Ziman,3,csv,letter_A_to_D,true,import_active_not_runtime,3,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=B; physicalCopies=3.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
e2537d4832b8ad6db3059d3a12bc37bb,duplicate_option,blocker,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,169,offline_2043,offline_2043,id:offline_2043|prompt:alfabeya kurmancî ya latînî ji 31 tîpan pêk tê,Alfabeya Kurmancî ya Latînî ji 31 tîpan pêk tê.,Rast | Şaş | - | -,A,0,Rast,Celadet Alî Bedirxan'ın düzenlediği Latin alfabesi 31 harftir.,Ziman,4,csv,letter_A_to_D,true,import_active_not_runtime,2,none,confirmed_data_defect,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=2.,false,true,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
b8d0bc1549c99794cc26cf0b68c03245,duplicate_option,blocker,editorial_wave2_review,candidate_pool,false,false,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv,32,wave2_00031,wave2_00031,"id:wave2_00031|prompt:di asta pêşketî de, di qada ziman de têgeha 'ergatîf' di heman demê de wekî 'avahiya rêzimanî ya ku kirdeya lêkerên gerguhêz di dema borî de tewandî nîşan dide' tê binavkirin","Di asta pêşketî de, di qada ziman de têgeha 'Ergatîf' di heman demê de wekî 'avahiya rêzimanî ya ku kirdeya lêkerên gerguhêz di dema borî de tewandî nîşan dide' tê binavkirin.",Rast | Şaş | - | -,A,0,Rast,Têgeha 'ergatîf' di bin sîwana ziman de xwedî roleke giring e.,Ziman,1,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=3.,false,false,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
6ae139e54c84b696f4778a2f985e69e6,duplicate_option,blocker,editorial_wave2_review,candidate_pool,false,false,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv,33,wave2_00032,wave2_00032,"id:wave2_00032|prompt:di asta pêşketî de, di qada ziman de têgeha 'tewandin' di heman demê de wekî 'guhertina paşgira navdêr an cînavkan li gorî rola wan a di hevokê de' tê binavkirin","Di asta pêşketî de, di qada ziman de têgeha 'Tewandin' di heman demê de wekî 'guhertina paşgira navdêr an cînavkan li gorî rola wan a di hevokê de' tê binavkirin.",Rast | Şaş | - | -,A,0,Rast,Têgeha 'tewandin' di bin sîwana ziman de xwedî roleke giring e.,Ziman,2,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=3.,false,false,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
0a3ee979a83e2755716f1d63b4ec4dc9,duplicate_option,blocker,editorial_wave2_review,candidate_pool,false,false,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv,34,wave2_00033,wave2_00033,"id:wave2_00033|prompt:di asta pêşketî de, di qada ziman de têgeha 'ezafe' di heman demê de wekî 'têkiliya artêla mê (a) û nêr (ê) ya ku navdêran bi hev ve girê dide' tê binavkirin","Di asta pêşketî de, di qada ziman de têgeha 'Ezafe' di heman demê de wekî 'têkiliya artêla mê (a) û nêr (ê) ya ku navdêran bi hev ve girê dide' tê binavkirin.",Rast | Şaş | - | -,A,0,Rast,Têgeha 'ezafe' di bin sîwana ziman de xwedî roleke giring e.,Ziman,3,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=3.,false,false,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
955feee4f0c8a2c40f45a50fc6931c2a,duplicate_option,blocker,editorial_wave2_review,candidate_pool,false,false,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv,35,wave2_00034,wave2_00034,"id:wave2_00034|prompt:di asta pêşketî de, di qada ziman de têgeha 'cînavkên tewandî' di heman demê de wekî 'cînavkên wekî 'min, te, wî, wê, me, we, wan' ku di bin tewandinê de ne' tê binavkirin","Di asta pêşketî de, di qada ziman de têgeha 'Cînavkên tewandî' di heman demê de wekî 'cînavkên wekî 'min, te, wî, wê, me, we, wan' ku di bin tewandinê de ne' tê binavkirin.",Rast | Şaş | - | -,A,0,Rast,Têgeha 'cînavkên tewandî' di bin sîwana ziman de xwedî roleke giring e.,Ziman,4,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=3.,false,false,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
ca3c5b3ae852c793a32806db3235fe1c,duplicate_option,blocker,editorial_wave2_review,candidate_pool,false,false,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv,36,wave2_00035,wave2_00035,"id:wave2_00035|prompt:di asta pêşketî de, di qada ziman de têgeha 'daçekên hevedudanî' di heman demê de wekî 'peyvên wekî 'di... de, bi... re, ji... re' ku têkiliyên cih nîşan didin' tê binavkirin","Di asta pêşketî de, di qada ziman de têgeha 'Daçekên hevedudanî' di heman demê de wekî 'peyvên wekî 'di... de, bi... re, ji... re' ku têkiliyên cih nîşan didin' tê binavkirin.",Rast | Şaş | - | -,A,0,Rast,Têgeha 'daçekên hevedudanî' di bin sîwana ziman de xwedî roleke giring e.,Ziman,5,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=3.,false,false,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
d244990472ba171463382622de31a606,duplicate_option,blocker,editorial_wave2_review,candidate_pool,false,false,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv,37,wave2_00036,wave2_00036,"id:wave2_00036|prompt:di asta pêşketî de, di qada ziman de têgeha 'lêkera gerguhêz' di heman demê de wekî 'lêkerên ku hewcedariya wan bi artêla tewandî heye bo temamkirina wateyê' tê binavkirin","Di asta pêşketî de, di qada ziman de têgeha 'Lêkera gerguhêz' di heman demê de wekî 'lêkerên ku hewcedariya wan bi artêla tewandî heye bo temamkirina wateyê' tê binavkirin.",Rast | Şaş | - | -,A,0,Rast,Têgeha 'lêkera gerguhêz' di bin sîwana ziman de xwedî roleke giring e.,Ziman,1,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=3.,false,false,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
b8b80cd1b7c3c35260810c69e9b9dff0,duplicate_option,blocker,editorial_wave2_review,candidate_pool,false,false,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv,38,wave2_00037,wave2_00037,"id:wave2_00037|prompt:di asta pêşketî de, di qada ziman de têgeha 'rênivîsa hawarê' di heman demê de wekî 'pergala alfabeya kurdî ya bi tîpên latînî ku ji aliyê celadet bedirxan ve hatibû amadekirin' tê binavkirin","Di asta pêşketî de, di qada ziman de têgeha 'Rênivîsa hawarê' di heman demê de wekî 'pergala alfabeya kurdî ya bi tîpên latînî ku ji aliyê Celadet Bedirxan ve hatibû amadekirin' tê binavkirin.",Rast | Şaş | - | -,A,0,Rast,Têgeha 'rênivîsa Hawarê' di bin sîwana ziman de xwedî roleke giring e.,Ziman,2,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=3.,false,false,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
85875d0ae2429aa681c905b9eba1b723,duplicate_option,blocker,editorial_wave2_review,candidate_pool,false,false,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv,39,wave2_00038,wave2_00038,"id:wave2_00038|prompt:di asta pêşketî de, di qada ziman de têgeha 'cînavkên kesane' di heman demê de wekî 'nîşanderên wekî 'ez, tu, ew, em, hûn, ew' ên ku bo kesan tên bikaranîn' tê binavkirin","Di asta pêşketî de, di qada ziman de têgeha 'Cînavkên kesane' di heman demê de wekî 'nîşanderên wekî 'ez, tu, ew, em, hûn, ew' ên ku bo kesan tên bikaranîn' tê binavkirin.",Rast | Şaş | - | -,A,0,Rast,Têgeha 'cînavkên kesane' di bin sîwana ziman de xwedî roleke giring e.,Ziman,3,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=3.,false,false,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
a68bc710dcacc87a11373eea72106f98,duplicate_option,blocker,editorial_wave2_review,candidate_pool,false,false,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv,40,wave2_00039,wave2_00039,"id:wave2_00039|prompt:di asta pêşketî de, di qada ziman de têgeha 'dema borî ya dûr' di heman demê de wekî 'avahiya lêkerê ya ku kiryarek di rabirdûyeke pir dûr de nîşan dide' tê binavkirin","Di asta pêşketî de, di qada ziman de têgeha 'Dema borî ya dûr' di heman demê de wekî 'avahiya lêkerê ya ku kiryarek di rabirdûyeke pir dûr de nîşan dide' tê binavkirin.",Rast | Şaş | - | -,A,0,Rast,Têgeha 'dema borî ya dûr' di bin sîwana ziman de xwedî roleke giring e.,Ziman,4,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=3.,false,false,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
0620b4648e2a034caf2f9a368a96b4e4,duplicate_option,blocker,editorial_wave2_review,candidate_pool,false,false,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv,41,wave2_00040,wave2_00040,"id:wave2_00040|prompt:di asta pêşketî de, di qada ziman de têgeha 'paşgirên tewandinê' di heman demê de wekî 'hêmanên wekî '-î, -ê, -an' ku di tewandina navdêran de cih digirin' tê binavkirin","Di asta pêşketî de, di qada ziman de têgeha 'Paşgirên tewandinê' di heman demê de wekî 'hêmanên wekî '-î, -ê, -an' ku di tewandina navdêran de cih digirin' tê binavkirin.",Rast | Şaş | - | -,A,0,Rast,Têgeha 'paşgirên tewandinê' di bin sîwana ziman de xwedî roleke giring e.,Ziman,5,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=A; physicalCopies=3.,false,false,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
a282fa48f6236f506cc79904c8d4e30c,duplicate_option,blocker,editorial_wave2_review,candidate_pool,false,false,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv,42,wave2_00041,wave2_00041,"id:wave2_00041|prompt:di xwendina rojane de, têgeha 'ergatîf' di qada ziman de tu wateyê nîşan nade","Di xwendina rojane de, têgeha 'Ergatîf' di qada ziman de tu wateyê nîşan nade.",Rast | Şaş | - | -,B,1,Şaş,Têgeha 'ergatîf' di bin sîwana ziman de xwedî roleke giring e.,Ziman,1,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=B; physicalCopies=3.,false,false,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
997855dce391bea9e8cb11905b3e5ece,duplicate_option,blocker,editorial_wave2_review,candidate_pool,false,false,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv,43,wave2_00042,wave2_00042,"id:wave2_00042|prompt:di xwendina rojane de, têgeha 'tewandin' di qada ziman de tu wateyê nîşan nade","Di xwendina rojane de, têgeha 'Tewandin' di qada ziman de tu wateyê nîşan nade.",Rast | Şaş | - | -,B,1,Şaş,Têgeha 'tewandin' di bin sîwana ziman de xwedî roleke giring e.,Ziman,2,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=B; physicalCopies=3.,false,false,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
0a1f57c26fa3deefc94f76d21c78d609,duplicate_option,blocker,editorial_wave2_review,candidate_pool,false,false,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv,44,wave2_00043,wave2_00043,"id:wave2_00043|prompt:di xwendina rojane de, têgeha 'ezafe' di qada ziman de tu wateyê nîşan nade","Di xwendina rojane de, têgeha 'Ezafe' di qada ziman de tu wateyê nîşan nade.",Rast | Şaş | - | -,B,1,Şaş,Têgeha 'ezafe' di bin sîwana ziman de xwedî roleke giring e.,Ziman,3,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=B; physicalCopies=3.,false,false,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
66054342353c8f88bed0ccd6e5004cc5,duplicate_option,blocker,editorial_wave2_review,candidate_pool,false,false,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv,45,wave2_00044,wave2_00044,"id:wave2_00044|prompt:di xwendina rojane de, têgeha 'cînavkên tewandî' di qada ziman de tu wateyê nîşan nade","Di xwendina rojane de, têgeha 'Cînavkên tewandî' di qada ziman de tu wateyê nîşan nade.",Rast | Şaş | - | -,B,1,Şaş,Têgeha 'cînavkên tewandî' di bin sîwana ziman de xwedî roleke giring e.,Ziman,4,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=B; physicalCopies=3.,false,false,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
fecfae5d839022dd1506a07c17e6837e,duplicate_option,blocker,editorial_wave2_review,candidate_pool,false,false,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv,46,wave2_00045,wave2_00045,"id:wave2_00045|prompt:di xwendina rojane de, têgeha 'daçekên hevedudanî' di qada ziman de tu wateyê nîşan nade","Di xwendina rojane de, têgeha 'Daçekên hevedudanî' di qada ziman de tu wateyê nîşan nade.",Rast | Şaş | - | -,B,1,Şaş,Têgeha 'daçekên hevedudanî' di bin sîwana ziman de xwedî roleke giring e.,Ziman,5,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=B; physicalCopies=3.,false,false,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
0b248c518522c9c8ee6c16adae695194,duplicate_option,blocker,editorial_wave2_review,candidate_pool,false,false,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv,47,wave2_00046,wave2_00046,"id:wave2_00046|prompt:di xwendina rojane de, têgeha 'lêkera gerguhêz' di qada ziman de tu wateyê nîşan nade","Di xwendina rojane de, têgeha 'Lêkera gerguhêz' di qada ziman de tu wateyê nîşan nade.",Rast | Şaş | - | -,B,1,Şaş,Têgeha 'lêkera gerguhêz' di bin sîwana ziman de xwedî roleke giring e.,Ziman,1,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,options=Rast | Şaş | - | -; duplicateForm=exact_duplicate; rawCorrect=B; physicalCopies=3.,false,false,Select distinct distractors through human editorial review; no automatic replacement is safe.,false
