issueFingerprint,checkId,severity,sourceId,sourceRole,gateIncluded,productionLike,sourcePath,sourceRow,sourceRecordId,runtimeId,canonicalId,prompt,options,rawCorrectValue,parsedCorrectIndex,parsedCorrectText,explanation,category,difficulty,parserName,parserRule,originalSourceLocated,runtimeReachable,duplicateSourceCount,crossSourceDifference,adjudication,confidence,evidence,factualVerificationNeeded,KurmanciEditorNeeded,recommendedAction,safeForAutomaticFix
b53fdcef17289de486dbf9975497c46d,answer_leak,critical,active_import_ready,import_candidate,true,true,supabase/questions_import_ready.csv,116,offline_0115,offline_0115,"id:offline_0115|prompt:görsel etiketi ""rast"" kavramını gösteriyor. doğru anlam hangisidir","Görsel etiketi ""rast"" kavramını gösteriyor. Doğru anlam hangisidir?",doğru | zarok | Siyah | were!,A,0,doğru,"Görsel soru ""rast"" kelimesini pekiştirir.",Ziman,3,csv,letter_A_to_D,true,import_active_not_runtime,2,none,parser_false_positive,high,"prompt=Görsel etiketi ""rast"" kavramını gösteriyor. Doğru anlam hangisidir?; correct=doğru; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=2.",false,false,Retain the natural context and suppress only through a separately tested auditor rule.,false
e708bb5f7eefdc581915e287931b539f,answer_leak,critical,open_web_review_queue,candidate_pool,false,false,supabase/2026-07-14_open_web_controlled_review_queue.csv,1240,wikidata_0114,wikidata_0114,id:wikidata_0114|prompt:what is the capital city of maragheh khanate,What is the capital city of Maragheh Khanate?,Maragheh | Canberra | Cairo | Budapest,A,0,Maragheh,,Geography,,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,prompt=What is the capital city of Maragheh Khanate?; correct=Maragheh; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,false,false,Review the canonical source once; do not edit physical copies independently.,false
1c55998bf945da2e9e3abc0aab5c940e,answer_leak,critical,open_web_review_queue,candidate_pool,false,false,supabase/2026-07-14_open_web_controlled_review_queue.csv,1248,wikidata_0122,wikidata_0122,id:wikidata_0122|prompt:what is the capital city of principality of waldeck,What is the capital city of Principality of Waldeck?,Waldeck | Canberra | Cairo | Budapest,A,0,Waldeck,,Geography,,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,prompt=What is the capital city of Principality of Waldeck?; correct=Waldeck; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,false,false,Review the canonical source once; do not edit physical copies independently.,false
0586cb546089920197ea92428c19d4c6,answer_leak,critical,open_web_review_queue,candidate_pool,false,false,supabase/2026-07-14_open_web_controlled_review_queue.csv,1318,wikidata_0192,wikidata_0192,id:wikidata_0192|prompt:what is the capital city of djibouti,What is the capital city of Djibouti?,Djibouti | Canberra | Cairo | Budapest,A,0,Djibouti,,Geography,,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,prompt=What is the capital city of Djibouti?; correct=Djibouti; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,false,false,Review the canonical source once; do not edit physical copies independently.,false
2efc8c04db5d7e87cc8c8347ea576509,answer_leak,critical,open_web_review_queue,candidate_pool,false,false,supabase/2026-07-14_open_web_controlled_review_queue.csv,1343,wikidata_0217,wikidata_0217,id:wikidata_0217|prompt:what is the capital city of são tomé and príncipe,What is the capital city of São Tomé and Príncipe?,São Tomé | Canberra | Cairo | Budapest,A,0,São Tomé,,Geography,,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,prompt=What is the capital city of São Tomé and Príncipe?; correct=São Tomé; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,false,false,Review the canonical source once; do not edit physical copies independently.,false
d4cdb5f8f289173d65b66d309a196919,answer_leak,critical,open_web_review_queue,candidate_pool,false,false,supabase/2026-07-14_open_web_controlled_review_queue.csv,1839,wikidata_0713,wikidata_0713,id:wikidata_0713|prompt:what is an official or national language associated with czech republic,What is an official or national language associated with Czech Republic?,Czech | Dogon | Bobo | Spanish,A,0,Czech,,Ziman,,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,prompt=What is an official or national language associated with Czech Republic?; correct=Czech; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,false,false,Review the canonical source once; do not edit physical copies independently.,false
c285b2a860245565e48441309171193c,answer_leak,critical,opentdb_remaining,candidate_pool,false,false,supabase/2026-07-14_opentdb_remaining_categories_candidates.csv,255,opentdb_remaining_0254,opentdb_remaining_0254,"id:opentdb_remaining_0254|prompt:who is the main character in ""the stanley parable""","Who is the main character in ""The Stanley Parable""?",Stanley | The Adventure Line | The Narrator | The Boss,A,0,Stanley,,Entertainment: Video Games,,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,"prompt=Who is the main character in ""The Stanley Parable""?; correct=Stanley; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.",false,false,Review the canonical source once; do not edit physical copies independently.,false
4fc878806d1cfd1483be58015a5fbc56,answer_leak,critical,opentdb_remaining,candidate_pool,false,false,supabase/2026-07-14_opentdb_remaining_categories_candidates.csv,279,opentdb_remaining_0278,opentdb_remaining_0278,id:opentdb_remaining_0278|prompt:carcassonne is based on which french town,Carcassonne is based on which French town?,Carcassonne | Paris | Marseille | Clermont-Ferrand,A,0,Carcassonne,,Entertainment: Board Games,,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,prompt=Carcassonne is based on which French town?; correct=Carcassonne; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,false,false,Review the canonical source once; do not edit physical copies independently.,false
9f8fffcf0ae941e8a3a267ba687ca87b,answer_leak,critical,opentdb_remaining,candidate_pool,false,false,supabase/2026-07-14_opentdb_remaining_categories_candidates.csv,286,opentdb_remaining_0285,opentdb_remaining_0285,id:opentdb_remaining_0285|prompt:europa universalis is a strategy video game based on which french board game,Europa Universalis is a strategy video game based on which French board game?,Europa Universalis | Europe and the Universe | Europa! | Power in Europe,A,0,Europa Universalis,,Entertainment: Board Games,,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,prompt=Europa Universalis is a strategy video game based on which French board game?; correct=Europa Universalis; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,false,false,Review the canonical source once; do not edit physical copies independently.,false
b53fdcef17289de486dbf9975497c46d,answer_leak,critical,rich_v2_csv_snapshot,historical_snapshot,false,false,supabase/rich_question_bank_v2_questions.csv,116,offline_0115,offline_0115,"id:offline_0115|prompt:görsel etiketi ""rast"" kavramını gösteriyor. doğru anlam hangisidir","Görsel etiketi ""rast"" kavramını gösteriyor. Doğru anlam hangisidir?",doğru | zarok | Siyah | were!,A,0,doğru,"Görsel soru ""rast"" kelimesini pekiştirir.",Ziman,3,csv,letter_A_to_D,true,historical_only,2,none,cross_source_copy_artifact,high,"prompt=Görsel etiketi ""rast"" kavramını gösteriyor. Doğru anlam hangisidir?; correct=doğru; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=2.",false,false,Review the canonical source once; do not edit physical copies independently.,false
5f08371b68b978b9e80d6a12c40721cd,answer_leak,critical,rich_v2_csv_snapshot,historical_snapshot,false,false,supabase/rich_question_bank_v2_questions.csv,149,offline_2023,offline_2023,"id:offline_2023|prompt:di hevoka ""ez diçim malê"" de lêker (fiil) kîjan e","Di hevoka ""Ez diçim malê"" de lêker (fiil) kîjan e?",diçim | ez | malê | tu yek,A,0,diçim,"""diçim"" (gidiyorum) cümlenin çekimli fiilidir.",Ziman,3,csv,letter_A_to_D,true,historical_only,2,none,cross_source_copy_artifact,high,"prompt=Di hevoka ""Ez diçim malê"" de lêker (fiil) kîjan e?; correct=diçim; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=2.",false,false,Review the canonical source once; do not edit physical copies independently.,false
6c8c715c40d1cfcbe1c7d3cd61f47db5,answer_leak,critical,rich_v2_csv_snapshot,historical_snapshot,false,false,supabase/rich_question_bank_v2_questions.csv,2633,offline_2611,offline_2611,id:offline_2611|prompt:mahabad cumhuriyeti hangi şehir merkezliydi,Mahabad Cumhuriyeti hangi şehir merkezliydi?,Mahabad | Bağdat | Tahran | Şam,A,0,Mahabad,"Mahabad Cumhuriyeti, adını merkezi olan Mahabad şehrinden alır.",Dîrok,3,csv,letter_A_to_D,true,historical_only,2,none,cross_source_copy_artifact,high,prompt=Mahabad Cumhuriyeti hangi şehir merkezliydi?; correct=Mahabad; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=2.,false,false,Review the canonical source once; do not edit physical copies independently.,false
c1bab67984a41412b36cf7dce840ba17,answer_leak,critical,wikidata_candidates,candidate_pool,false,false,supabase/2026-07-14_wikidata_candidate_questions.csv,13,wikidata_0012,wikidata_0012,id:wikidata_0012|prompt:what is the capital city of monaco,What is the capital city of Monaco?,Monaco | Canberra | Cairo | Budapest,A,0,Monaco,,Geography,,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,prompt=What is the capital city of Monaco?; correct=Monaco; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,false,false,Review the canonical source once; do not edit physical copies independently.,false
b197a35e2f7733b1855b53ccd44fb1f7,answer_leak,critical,wikidata_candidates,candidate_pool,false,false,supabase/2026-07-14_wikidata_candidate_questions.csv,28,wikidata_0027,wikidata_0027,id:wikidata_0027|prompt:what is the capital city of singapore,What is the capital city of Singapore?,Singapore | Canberra | Cairo | Budapest,A,0,Singapore,,Geography,,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,prompt=What is the capital city of Singapore?; correct=Singapore; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,false,false,Review the canonical source once; do not edit physical copies independently.,false
0a441a856f9363397be4e2956fbd4514,answer_leak,critical,wikidata_candidates,candidate_pool,false,false,supabase/2026-07-14_wikidata_candidate_questions.csv,82,wikidata_0081,wikidata_0081,id:wikidata_0081|prompt:what is the capital city of luxembourg,What is the capital city of Luxembourg?,Luxembourg | Canberra | Cairo | Budapest,A,0,Luxembourg,,Geography,,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,prompt=What is the capital city of Luxembourg?; correct=Luxembourg; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,false,false,Review the canonical source once; do not edit physical copies independently.,false
a6a2344ba1d60d50e91ab333df2f9af5,answer_leak,critical,wikidata_candidates,candidate_pool,false,false,supabase/2026-07-14_wikidata_candidate_questions.csv,94,wikidata_0093,wikidata_0093,id:wikidata_0093|prompt:what is the capital city of san marino,What is the capital city of San Marino?,San Marino | Canberra | Cairo | Budapest,A,0,San Marino,,Geography,,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,prompt=What is the capital city of San Marino?; correct=San Marino; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,false,false,Review the canonical source once; do not edit physical copies independently.,false
93f074c07c9485ec33649395a402afdf,answer_leak,critical,wikidata_candidates,candidate_pool,false,false,supabase/2026-07-14_wikidata_candidate_questions.csv,95,wikidata_0094,wikidata_0094,id:wikidata_0094|prompt:what is the capital city of vatican city,What is the capital city of Vatican City?,Vatican City | Canberra | Cairo | Budapest,A,0,Vatican City,,Geography,,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,prompt=What is the capital city of Vatican City?; correct=Vatican City; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,false,false,Review the canonical source once; do not edit physical copies independently.,false
2b93a398e83ea9308daa240cee62d058,answer_leak,critical,wikidata_candidates,candidate_pool,false,false,supabase/2026-07-14_wikidata_candidate_questions.csv,105,wikidata_0104,wikidata_0104,id:wikidata_0104|prompt:what is the capital city of muscat and oman,What is the capital city of Muscat and Oman?,Muscat | Canberra | Cairo | Budapest,A,0,Muscat,,Geography,,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,prompt=What is the capital city of Muscat and Oman?; correct=Muscat; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,false,false,Review the canonical source once; do not edit physical copies independently.,false
28aeaca738ec69e273676b7a7b929246,answer_leak,critical,wikidata_candidates,candidate_pool,false,false,supabase/2026-07-14_wikidata_candidate_questions.csv,107,wikidata_0106,wikidata_0106,id:wikidata_0106|prompt:what is the capital city of sultanate of muscat,What is the capital city of Sultanate of Muscat?,Muscat | Canberra | Cairo | Budapest,A,0,Muscat,,Geography,,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,prompt=What is the capital city of Sultanate of Muscat?; correct=Muscat; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,false,false,Review the canonical source once; do not edit physical copies independently.,false
3f1c01c426e2f6fd8efd0d77a0f115ae,answer_leak,critical,wikidata_candidates,candidate_pool,false,false,supabase/2026-07-14_wikidata_candidate_questions.csv,115,wikidata_0114,wikidata_0114,id:wikidata_0114|prompt:what is the capital city of maragheh khanate,What is the capital city of Maragheh Khanate?,Maragheh | Canberra | Cairo | Budapest,A,0,Maragheh,,Geography,,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,prompt=What is the capital city of Maragheh Khanate?; correct=Maragheh; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,false,false,Review the canonical source once; do not edit physical copies independently.,false
0631dd04e816850dad7db54b034787ad,answer_leak,critical,wikidata_candidates,candidate_pool,false,false,supabase/2026-07-14_wikidata_candidate_questions.csv,123,wikidata_0122,wikidata_0122,id:wikidata_0122|prompt:what is the capital city of principality of waldeck,What is the capital city of Principality of Waldeck?,Waldeck | Canberra | Cairo | Budapest,A,0,Waldeck,,Geography,,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,prompt=What is the capital city of Principality of Waldeck?; correct=Waldeck; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,false,false,Review the canonical source once; do not edit physical copies independently.,false
fd771c1f4794baacba4084022006b24f,answer_leak,critical,wikidata_candidates,candidate_pool,false,false,supabase/2026-07-14_wikidata_candidate_questions.csv,193,wikidata_0192,wikidata_0192,id:wikidata_0192|prompt:what is the capital city of djibouti,What is the capital city of Djibouti?,Djibouti | Canberra | Cairo | Budapest,A,0,Djibouti,,Geography,,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,prompt=What is the capital city of Djibouti?; correct=Djibouti; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,false,false,Review the canonical source once; do not edit physical copies independently.,false
629ba1c9775a319ed76eda7a58e21dfc,answer_leak,critical,wikidata_candidates,candidate_pool,false,false,supabase/2026-07-14_wikidata_candidate_questions.csv,218,wikidata_0217,wikidata_0217,id:wikidata_0217|prompt:what is the capital city of são tomé and príncipe,What is the capital city of São Tomé and Príncipe?,São Tomé | Canberra | Cairo | Budapest,A,0,São Tomé,,Geography,,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,prompt=What is the capital city of São Tomé and Príncipe?; correct=São Tomé; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,false,false,Review the canonical source once; do not edit physical copies independently.,false
d82138e090e70a922412dc9e79f857b6,answer_leak,critical,wikidata_candidates,candidate_pool,false,false,supabase/2026-07-14_wikidata_candidate_questions.csv,714,wikidata_0713,wikidata_0713,id:wikidata_0713|prompt:what is an official or national language associated with czech republic,What is an official or national language associated with Czech Republic?,Czech | Dogon | Bobo | Spanish,A,0,Czech,,Ziman,,csv,letter_A_to_D,true,unknown,3,none,cross_source_copy_artifact,high,prompt=What is an official or national language associated with Czech Republic?; correct=Czech; rawCorrect=A; standalone normalized match was reviewed against context; physicalCopies=3.,false,false,Review the canonical source once; do not edit physical copies independently.,false
