canonical_fingerprint,copy_count,source_paths,record_ids
a02f76baaa302f9cb0ac8bb4bac2f5d8,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4240|supabase/wave2_quarantine_for_further_review.csv:4205,wave2_04239|wave2_04239
ff733bda0e0955f235d4b48275d5b32b,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4241|supabase/wave2_quarantine_for_further_review.csv:4206,wave2_04240|wave2_04240
bfdf961118fb4d8cec70e590fad36449,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4242|supabase/wave2_quarantine_for_further_review.csv:4207,wave2_04241|wave2_04241
064395d0c674d411b8e092cb5fa23995,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4243|supabase/wave2_quarantine_for_further_review.csv:4208,wave2_04242|wave2_04242
3cc9d8e29630863c74c8e4ad5e46d103,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4244|supabase/wave2_quarantine_for_further_review.csv:4209,wave2_04243|wave2_04243
0801f5de29a09a215eb6f95b510709d1,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4245|supabase/wave2_quarantine_for_further_review.csv:4210,wave2_04244|wave2_04244
f144e45d6f63b5838f4ad9851ba86398,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4246|supabase/wave2_quarantine_for_further_review.csv:4211,wave2_04245|wave2_04245
37e1e20adf59042e4533028a2447d843,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4247|supabase/wave2_quarantine_for_further_review.csv:4212,wave2_04246|wave2_04246
a6b7216d721b350f18316de113401178,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4248|supabase/wave2_quarantine_for_further_review.csv:4213,wave2_04247|wave2_04247
bd1dc83ca4e478f93979bd8ce4edcfac,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4249|supabase/wave2_quarantine_for_further_review.csv:4214,wave2_04248|wave2_04248
8cb98d7c4570ffd0e2377ee7c0c196bc,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4250|supabase/wave2_quarantine_for_further_review.csv:4215,wave2_04249|wave2_04249
4ccc605c97df60f8e467b29cd58b5cce,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4251|supabase/wave2_quarantine_for_further_review.csv:4216,wave2_04250|wave2_04250
2e7895b079ddb29143597a7b2e3d7d98,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4252|supabase/wave2_quarantine_for_further_review.csv:4217,wave2_04251|wave2_04251
a93e6c108cd5d7cb037f7d38250abcf9,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4253|supabase/wave2_quarantine_for_further_review.csv:4218,wave2_04252|wave2_04252
92293d6868d3618e24ff2d7f3a5d4ccd,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4254|supabase/wave2_quarantine_for_further_review.csv:4219,wave2_04253|wave2_04253
b9759c087594ba438e252bbeb5d3b2d8,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4255|supabase/wave2_quarantine_for_further_review.csv:4220,wave2_04254|wave2_04254
5bae18eb9a6e120dc12225bbe29c2e91,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4256|supabase/wave2_quarantine_for_further_review.csv:4221,wave2_04255|wave2_04255
ac4b91b5841eef22ff486fb097d58c76,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4257|supabase/wave2_quarantine_for_further_review.csv:4222,wave2_04256|wave2_04256
4576d4a520ead2c6fd11402d8fd4ed31,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4258|supabase/wave2_quarantine_for_further_review.csv:4223,wave2_04257|wave2_04257
bc8f746d0ae2dc0c95f8821a8a25cc1b,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4259|supabase/wave2_quarantine_for_further_review.csv:4224,wave2_04258|wave2_04258
6c80b40a6fd3e5809d915268df60e01c,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4260|supabase/wave2_quarantine_for_further_review.csv:4225,wave2_04259|wave2_04259
0dedac353ac41bd0d4259b26f1322290,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4261|supabase/wave2_quarantine_for_further_review.csv:4226,wave2_04260|wave2_04260
0b546e103557b5a9ea3d7d63810dbe79,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4262|supabase/wave2_quarantine_for_further_review.csv:4227,wave2_04261|wave2_04261
a37db70f8bdebccdeb2b5b3acfe43d14,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4263|supabase/wave2_quarantine_for_further_review.csv:4228,wave2_04262|wave2_04262
ed96e3619eb13666d5e8331d189330a8,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4264|supabase/wave2_quarantine_for_further_review.csv:4229,wave2_04263|wave2_04263
db6cf3c71000a3736ada1b5b85df73e2,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4265|supabase/wave2_quarantine_for_further_review.csv:4230,wave2_04264|wave2_04264
6a09362d535319d5835045ad7b27285e,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4266|supabase/wave2_quarantine_for_further_review.csv:4231,wave2_04265|wave2_04265
8925ddb7fc08d441c747844ceb871cb7,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4267|supabase/wave2_quarantine_for_further_review.csv:4232,wave2_04266|wave2_04266
9a2a2bf13dbd7d9c7c7fb7655a441ecb,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4268|supabase/wave2_quarantine_for_further_review.csv:4233,wave2_04267|wave2_04267
13914c67e67ebc66a3fc89d34a7b3db7,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4269|supabase/wave2_quarantine_for_further_review.csv:4234,wave2_04268|wave2_04268
0d8c5658ab8de8f84695921cc1cc1385,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4270|supabase/wave2_quarantine_for_further_review.csv:4235,wave2_04269|wave2_04269
897c8beb0113657923638baee3f3a386,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4271|supabase/wave2_quarantine_for_further_review.csv:4236,wave2_04270|wave2_04270
922f048ab9b82b56df09f9d379850cdb,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4272|supabase/wave2_quarantine_for_further_review.csv:4237,wave2_04271|wave2_04271
a9657551a4e1d24f98434f12de23745d,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4273|supabase/wave2_quarantine_for_further_review.csv:4238,wave2_04272|wave2_04272
4df87cf96b8724f81c219a8aa0d369dd,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4274|supabase/wave2_quarantine_for_further_review.csv:4239,wave2_04273|wave2_04273
bbec5929c3ecb95bcfa4690ff10f63f0,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4275|supabase/wave2_quarantine_for_further_review.csv:4240,wave2_04274|wave2_04274
f3907256f2556c05c4c906a7d2da9275,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4276|supabase/wave2_quarantine_for_further_review.csv:4241,wave2_04275|wave2_04275
910a5d09f93c4f22e8c89dcdaceacb1d,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4277|supabase/wave2_quarantine_for_further_review.csv:4242,wave2_04276|wave2_04276
d06507c8e1c48b4d0adb9309f0f7b7c0,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4278|supabase/wave2_quarantine_for_further_review.csv:4243,wave2_04277|wave2_04277
9bd77f3fe3162347c10db7958ed41bfc,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4279|supabase/wave2_quarantine_for_further_review.csv:4244,wave2_04278|wave2_04278
7153f8970a01b8348bf064ce15814d5e,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4280|supabase/wave2_quarantine_for_further_review.csv:4245,wave2_04279|wave2_04279
2d7a1e7d3be2a49457f7c9de9f9a4898,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4281|supabase/wave2_quarantine_for_further_review.csv:4246,wave2_04280|wave2_04280
656c32c682c125f8339896c1ae601906,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4282|supabase/wave2_quarantine_for_further_review.csv:4247,wave2_04281|wave2_04281
32e2f27a8637363382b0160c231e20ea,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4283|supabase/wave2_quarantine_for_further_review.csv:4248,wave2_04282|wave2_04282
5c8ea550bc6b2b3e41e3841b343e9c20,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4284|supabase/wave2_quarantine_for_further_review.csv:4249,wave2_04283|wave2_04283
7063d0e9d65daf5dc4db8df225477247,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4285|supabase/wave2_quarantine_for_further_review.csv:4250,wave2_04284|wave2_04284
e2b0fed195b7da0b16d0344e4a141f06,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4286|supabase/wave2_quarantine_for_further_review.csv:4251,wave2_04285|wave2_04285
1c996b4ff2837a40b93bd0818999cbbc,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4287|supabase/wave2_quarantine_for_further_review.csv:4252,wave2_04286|wave2_04286
cf966619b674599f06ce70365e94d067,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4288|supabase/wave2_quarantine_for_further_review.csv:4253,wave2_04287|wave2_04287
b926403c20dc6061e53938e709600e87,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4289|supabase/wave2_quarantine_for_further_review.csv:4254,wave2_04288|wave2_04288
a9602ffa2ce73f5432ee244141e77187,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4290|supabase/wave2_quarantine_for_further_review.csv:4255,wave2_04289|wave2_04289
1ef0526ed2e664ceb039dfeef693e17d,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4291|supabase/wave2_quarantine_for_further_review.csv:4256,wave2_04290|wave2_04290
c07734f385ce8ab110bee3d851d9e113,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4292|supabase/wave2_quarantine_for_further_review.csv:4257,wave2_04291|wave2_04291
cc83482955e4ff5713a816c05d0dbf26,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4293|supabase/wave2_quarantine_for_further_review.csv:4258,wave2_04292|wave2_04292
f35f63dc05e2253cc9f33ed9caddd16c,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4294|supabase/wave2_quarantine_for_further_review.csv:4259,wave2_04293|wave2_04293
7570416707fb71c3dc5136d8c99a3a12,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4295|supabase/wave2_quarantine_for_further_review.csv:4260,wave2_04294|wave2_04294
27c3b4196e9d4d77633686273545f328,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4296|supabase/wave2_quarantine_for_further_review.csv:4261,wave2_04295|wave2_04295
3b888cab91d159c5f8e0d877af23a821,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4297|supabase/wave2_quarantine_for_further_review.csv:4262,wave2_04296|wave2_04296
8aeb9fd137217efab69874208d2ec3d1,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4298|supabase/wave2_quarantine_for_further_review.csv:4263,wave2_04297|wave2_04297
505c4f87c106da72e34e4a9530b45c8f,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4299|supabase/wave2_quarantine_for_further_review.csv:4264,wave2_04298|wave2_04298
25ff4e4edee6072e5e6477034266133f,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4300|supabase/wave2_quarantine_for_further_review.csv:4265,wave2_04299|wave2_04299
d3630ea6a97e0ca5b5a0ca08fcdc2baa,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4301|supabase/wave2_quarantine_for_further_review.csv:4266,wave2_04300|wave2_04300
0afcffff865f0f50ac9228bff2cbd7cf,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4302|supabase/wave2_quarantine_for_further_review.csv:4267,wave2_04301|wave2_04301
d4667f45f2f7d3efb3b7ad50ddc66e75,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4303|supabase/wave2_quarantine_for_further_review.csv:4268,wave2_04302|wave2_04302
3f1da7bca517a7a2e886ebd227554401,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4304|supabase/wave2_quarantine_for_further_review.csv:4269,wave2_04303|wave2_04303
e38786b60c95b83bcb3697e8ee7601fe,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4305|supabase/wave2_quarantine_for_further_review.csv:4270,wave2_04304|wave2_04304
28fade032569f45dbb0a86dd05de3809,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4306|supabase/wave2_quarantine_for_further_review.csv:4271,wave2_04305|wave2_04305
36bc17f91300756cce93c9e36f01e61d,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4307|supabase/wave2_quarantine_for_further_review.csv:4272,wave2_04306|wave2_04306
246dcbefe052a59534cb99272355e0f2,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4308|supabase/wave2_quarantine_for_further_review.csv:4273,wave2_04307|wave2_04307
f03573ab1ba8ef37b522f6eb5885128a,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4309|supabase/wave2_quarantine_for_further_review.csv:4274,wave2_04308|wave2_04308
f3acbfb2383c025e5f6512f048a50738,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4310|supabase/wave2_quarantine_for_further_review.csv:4275,wave2_04309|wave2_04309
68e9d1d0e0067cbecefc14e222750876,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4311|supabase/wave2_quarantine_for_further_review.csv:4276,wave2_04310|wave2_04310
f334bb5179bfa8f45fc4436667d2a0e0,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4312|supabase/wave2_quarantine_for_further_review.csv:4277,wave2_04311|wave2_04311
8e1eba812ba9a31940c2bd18380cc325,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4313|supabase/wave2_quarantine_for_further_review.csv:4278,wave2_04312|wave2_04312
d83a2260abbe0c8e52b8f136f7e49d6e,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4314|supabase/wave2_quarantine_for_further_review.csv:4279,wave2_04313|wave2_04313
66cde6d43c13d09568e784d97ce9a7fc,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4315|supabase/wave2_quarantine_for_further_review.csv:4280,wave2_04314|wave2_04314
dd346089cd70917df05e6fd0de2bdad6,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4316|supabase/wave2_quarantine_for_further_review.csv:4281,wave2_04315|wave2_04315
fc28d49df3b729124f4dbe148cd710e7,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4317|supabase/wave2_quarantine_for_further_review.csv:4282,wave2_04316|wave2_04316
8795bd80efce38039fde449e71790970,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4318|supabase/wave2_quarantine_for_further_review.csv:4283,wave2_04317|wave2_04317
d2815667bfe3ac7151913b6d2196a5d8,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4319|supabase/wave2_quarantine_for_further_review.csv:4284,wave2_04318|wave2_04318
b704f58f37efe7e25bd6954cc06bcd3f,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4320|supabase/wave2_quarantine_for_further_review.csv:4285,wave2_04319|wave2_04319
f7206f64914514f81cefe24b90678416,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4321|supabase/wave2_quarantine_for_further_review.csv:4286,wave2_04320|wave2_04320
8aab5ffbcb2a388b0e39e6b5775e9486,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4322|supabase/wave2_quarantine_for_further_review.csv:4287,wave2_04321|wave2_04321
af7fdd448a35d1001ecc47a1a6fcdeb4,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4323|supabase/wave2_quarantine_for_further_review.csv:4288,wave2_04322|wave2_04322
40103e051d185dba885b6c06bce013bb,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4324|supabase/wave2_quarantine_for_further_review.csv:4289,wave2_04323|wave2_04323
af61b6ab7ba0d7f204e1653a28354669,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4325|supabase/wave2_quarantine_for_further_review.csv:4290,wave2_04324|wave2_04324
1f576e2b1c066bb4e7a43bfb9b99e6a1,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4326|supabase/wave2_quarantine_for_further_review.csv:4291,wave2_04325|wave2_04325
4ba20dd11bd691bbaa6bc7cbd9fa4f90,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4327|supabase/wave2_quarantine_for_further_review.csv:4292,wave2_04326|wave2_04326
de53c1f7a7fe288c76ce60d01f5bc171,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4328|supabase/wave2_quarantine_for_further_review.csv:4293,wave2_04327|wave2_04327
94331dc6a8d361362e894b06df5afe91,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4329|supabase/wave2_quarantine_for_further_review.csv:4294,wave2_04328|wave2_04328
60ba9dd963de439764c0eb040b7f22f3,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4330|supabase/wave2_quarantine_for_further_review.csv:4295,wave2_04329|wave2_04329
4bf92784b4bdf9a9cd9bdba40d15971b,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4331|supabase/wave2_quarantine_for_further_review.csv:4296,wave2_04330|wave2_04330
39c1b558e6e3eb5f91156b00cdcfe16f,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4332|supabase/wave2_quarantine_for_further_review.csv:4297,wave2_04331|wave2_04331
b9ba16e52537b41d0ad034db98c8db7a,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4333|supabase/wave2_quarantine_for_further_review.csv:4298,wave2_04332|wave2_04332
fbb4fa97a1b35e331acfca149d73dcda,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4334|supabase/wave2_quarantine_for_further_review.csv:4299,wave2_04333|wave2_04333
f79d299e0df098c97e3a4108ccef4d80,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4335|supabase/wave2_quarantine_for_further_review.csv:4300,wave2_04334|wave2_04334
ae3eb99ff5d435df4abb60957d781690,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4336|supabase/wave2_quarantine_for_further_review.csv:4301,wave2_04335|wave2_04335
7b8ce101d14b4824963fcdaad070fd5f,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4337|supabase/wave2_quarantine_for_further_review.csv:4302,wave2_04336|wave2_04336
c9fc7a16bf4ea3d0b3f44798fe81947c,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4338|supabase/wave2_quarantine_for_further_review.csv:4303,wave2_04337|wave2_04337
45d3e9a1e9f201aacbce4fbcbbfcd00c,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4339|supabase/wave2_quarantine_for_further_review.csv:4304,wave2_04338|wave2_04338
8c06d99214354402319ec80c49eadf57,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4340|supabase/wave2_quarantine_for_further_review.csv:4305,wave2_04339|wave2_04339
49094e8f5f11735aaba2617894f388e9,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4341|supabase/wave2_quarantine_for_further_review.csv:4306,wave2_04340|wave2_04340
51e26de4ad26b21fff82f1f1ab516acb,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4342|supabase/wave2_quarantine_for_further_review.csv:4307,wave2_04341|wave2_04341
15bcd6dd307bf9ff509b885c2cbd66d4,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4343|supabase/wave2_quarantine_for_further_review.csv:4308,wave2_04342|wave2_04342
72bd22d08e07f89492ac0bede37831be,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4344|supabase/wave2_quarantine_for_further_review.csv:4309,wave2_04343|wave2_04343
fbbad8e815c53a891f5b8f037ded6e32,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4345|supabase/wave2_quarantine_for_further_review.csv:4310,wave2_04344|wave2_04344
117f431d62759f1fb76c2f1a0fa5071e,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4346|supabase/wave2_quarantine_for_further_review.csv:4311,wave2_04345|wave2_04345
ad4451129af6f517a7faf5c877576d65,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4347|supabase/wave2_quarantine_for_further_review.csv:4312,wave2_04346|wave2_04346
6cd767ba48a0b94696d11bc8387bc4db,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4348|supabase/wave2_quarantine_for_further_review.csv:4313,wave2_04347|wave2_04347
759f79ee36a593cce8fef54c8e44f637,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4349|supabase/wave2_quarantine_for_further_review.csv:4314,wave2_04348|wave2_04348
dedee7a49b512dc28bc3e697b98e4005,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4350|supabase/wave2_quarantine_for_further_review.csv:4315,wave2_04349|wave2_04349
ce3dcdc14e18382f6e27bbf485898756,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4351|supabase/wave2_quarantine_for_further_review.csv:4316,wave2_04350|wave2_04350
b1778d849cbbbbb90313e1b3ff0246aa,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4352|supabase/wave2_quarantine_for_further_review.csv:4317,wave2_04351|wave2_04351
d90285fc5d0bf774e075074259374718,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4353|supabase/wave2_quarantine_for_further_review.csv:4318,wave2_04352|wave2_04352
158dfc470009ab2f2c58b14fb47e8ce0,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4354|supabase/wave2_quarantine_for_further_review.csv:4319,wave2_04353|wave2_04353
84ce222606767f6201df39e69b50ee73,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4355|supabase/wave2_quarantine_for_further_review.csv:4320,wave2_04354|wave2_04354
6b1f53384bc3ce70463df965936d1da2,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4356|supabase/wave2_quarantine_for_further_review.csv:4321,wave2_04355|wave2_04355
19f9df6f73dfd8c17d213c78b8c00288,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4357|supabase/wave2_quarantine_for_further_review.csv:4322,wave2_04356|wave2_04356
fb570f3de4489f689214e776eb1ce1f3,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4358|supabase/wave2_quarantine_for_further_review.csv:4323,wave2_04357|wave2_04357
6127359bb78ea3a201f8f4798adfa37f,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4359|supabase/wave2_quarantine_for_further_review.csv:4324,wave2_04358|wave2_04358
234c4021b54ce24d93e2ee28bcf4e629,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4360|supabase/wave2_quarantine_for_further_review.csv:4325,wave2_04359|wave2_04359
39f9d25c7e899ca752768561d9e98465,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4361|supabase/wave2_quarantine_for_further_review.csv:4326,wave2_04360|wave2_04360
ef17604425094a09df94dce1701d3f2a,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4362|supabase/wave2_quarantine_for_further_review.csv:4327,wave2_04361|wave2_04361
b3b314bfe3b63652c302170428040d88,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4363|supabase/wave2_quarantine_for_further_review.csv:4328,wave2_04362|wave2_04362
db2b04a13940d373594fb57f43bedbe4,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4364|supabase/wave2_quarantine_for_further_review.csv:4329,wave2_04363|wave2_04363
ffd75e7373a1db228d5489607f324ce3,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4365|supabase/wave2_quarantine_for_further_review.csv:4330,wave2_04364|wave2_04364
c8e59cf819deb11482203f34e8140ea8,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4366|supabase/wave2_quarantine_for_further_review.csv:4331,wave2_04365|wave2_04365
551da8d4dc4efa9d05f25c13754cf108,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4367|supabase/wave2_quarantine_for_further_review.csv:4332,wave2_04366|wave2_04366
5aed1c5d23b224c0e5de416392be09a3,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4368|supabase/wave2_quarantine_for_further_review.csv:4333,wave2_04367|wave2_04367
30cee34c1ed020ea65e57f358947ee73,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4369|supabase/wave2_quarantine_for_further_review.csv:4334,wave2_04368|wave2_04368
64fab4a63b6de857eb77892ad1b42ab9,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4370|supabase/wave2_quarantine_for_further_review.csv:4335,wave2_04369|wave2_04369
9ac226cb365ed95fe38fc6de278f05f7,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4371|supabase/wave2_quarantine_for_further_review.csv:4336,wave2_04370|wave2_04370
e26ecf94d2370945928ef49359a35434,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4372|supabase/wave2_quarantine_for_further_review.csv:4337,wave2_04371|wave2_04371
525e083514b0afab19f4f70648e77375,2,supabase/2026-07-14_editorial_kurmanci_question_wave_2_for_ai_review.csv:4373|supabase/wave2_quarantine_for_further_review.csv:4338,wave2_04372|wave2_04372
